item ID (Read-Only),original ID,type,created (Read-Only),updated (Read-Only),creator (Read-Only),last read (Read-Only),read,notes,color,flag,ratings,doi,patent_id,pmid,pmcid,arxiv,file (Read-Only),year,Library URL,PDF URL,First author,Last author,Title,Author,Journal,ISSN,Abstract,Date,Journal Abbreviation,Pages,Issue,Volume,Tags,Citekey
11db6c53-aade-48e1-ac3b-49558e3523bf,,article,2025-08-10T00:56:35Z,2025-08-10T01:16:15Z,sophie.huebler@utah.edu (Sophie Huebler),2025-08-10T01:15:12Z,TRUE,,,FALSE,,10.1371/journal.pone.0046220,,23029441,PMC3460853,,The Use of Intravenous Antibiotics at the Onset of Neutropenia in Patients Receiving Outpatient-Based Hematopoietic Stem Cell Transplants.pdf,2012,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/11db6c53-aade-48e1-ac3b-49558e3523bf,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:11db6c53-aade-48e1-ac3b-49558e3523bf,"Hamadah, Aziz","Tay, Jason",The Use of Intravenous Antibiotics at the Onset of Neutropenia in Patients Receiving Outpatient-Based Hematopoietic Stem Cell Transplants,"Hamadah, Aziz; Schreiber, Yoko; Toye, Baldwin; McDiarmid, Sheryl; Huebsch, Lothar; Bredeson, Christopher; Tay, Jason",PLoS ONE,,"Empirical antibiotics at the onset of febrile neutropenia are one of several strategies for management of bacterial infections in patients undergoing Hematopoietic Stem Cell Transplant (HSCT) (empiric strategy). Our HSCT program aims to perform HSCT in an outpatient setting, where an empiric antibiotic strategy was employed. HSCT recipients began receiving intravenous antibiotics at the onset of neutropenia in the absence of fever as part of our institutional policy from 01 Jan 2009; intravenous Prophylactic strategy. A prospective study was conducted to compare two consecutive cohorts [Year 2008 (Empiric strategy) vs. Year 2009 (Prophylactic strategy)] of patients receiving HSCT. There were 238 HSCTs performed between 01 Jan 2008 and 31 Dec 2009 with 127 and 111 in the earlier and later cohorts respectively. Infection-related mortality pre- engraftment was similar with a prophylactic compared to an empiric strategy (3.6% vs. 7.1%; p = 0.24), but reduced among recipients of autologous HSCT (0% vs. 6.8%; p = 0.03). Microbiologically documented, blood stream infections and clinically documented infections pre-engraftment were reduced in those receiving a prophylactic compared to an empiric strategy, (11.7% vs. 28.3%; p = 0.001), (9.9% vs. 24.4%; p = 0.003) and (18.2% vs. 33.9% p = 0.007) respectively. The prophylactic use of intravenous once-daily ceftriaxone in patients receiving outpatient based HSCT is safe and may be particularly effective in patients receiving autologous HSCT. Further studies are warranted to study the impact of this Prophylactic strategy in an outpatient based HSCT program.",,PLoS ONE,e46220,9,7,Purchasable,
1970e2f3-2b2c-4c41-af2a-3b6008216772,,article,2025-08-10T00:53:18Z,2025-08-10T01:05:25Z,sophie.huebler@utah.edu (Sophie Huebler),,FALSE,,,FALSE,,10.1038/s41571-020-0351-9,,32203272,,,,2020,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/1970e2f3-2b2c-4c41-af2a-3b6008216772,,"Sidaway, Peter","Sidaway, Peter",Intestinal microbiota predict HSCT outcome,"Sidaway, Peter",Nature Reviews Clinical Oncology,1759-4774,,,Nat. Rev. Clin. Oncol.,275-275,5,17,Contact?,
644019f9-622e-45b0-b18a-8aaad5d7084c,,article,2025-08-09T23:29:18Z,2025-10-20T18:16:17Z,sophie.huebler@utah.edu (Sophie Huebler),2025-10-30T21:46:52Z,TRUE,,,FALSE,,10.1056/nejmoa1900623,,32101664,PMC7534690,,"login.ezproxy.lib.utah.edu 8/9/2025, 5:29:20 PM.pdf",2020,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/644019f9-622e-45b0-b18a-8aaad5d7084c,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:644019f9-622e-45b0-b18a-8aaad5d7084c,"Peled, Jonathan U.","den Brink, Marcel R.M. van",Microbiota as Predictor of Mortality in Allogeneic Hematopoietic-Cell Transplantation,"Peled, Jonathan U.; Gomes, Antonio L.C.; Devlin, Sean M.; Littmann, Eric R.; Taur, Ying; Sung, Anthony D.; Weber, Daniela; Hashimoto, Daigo; Slingerland, Ann E.; Slingerland, John B.; Maloy, Molly; Clurman, Annelie G.; Stein-Thoeringer, Christoph K.; Markey, Kate A.; Docampo, Melissa D.; da Silva, Marina Burgos; Khan, Niloufer; Gessner, André; Messina, Julia A.; Romero, Kristi; Lew, Meagan V.; Bush, Amy; Bohannon, Lauren; Brereton, Daniel G.; Fontana, Emily; Amoretti, Luigi A.; Wright, Roberta J.; Armijo, Gabriel K.; Shono, Yusuke; Sanchez-Escamilla, Míriam; Flores, Nerea Castillo; Tomas, Ana Alarcon; Lin, Richard J.; Segundo, Lucrecia Yáñez San; Shah, Gunjan L.; Cho, Christina; Scordo, Michael; Politikos, Ioannis; Hayasaka, Kasumi; Hasegawa, Yuta; Gyurkocza, Boglarka; Ponce, Doris M.; Barker, Juliet N.; Perales, Miguel-Angel; Giralt, Sergio A.; Jenq, Robert R.; Teshima, Takanori; Chao, Nelson J.; Holler, Ernst; Xavier, Joao B.; Pamer, Eric G.; den Brink, Marcel R.M. van",New England Journal of Medicine,0028-4793,"Background Relationships between microbiota composition and clinical outcomes after allogeneic hematopoietic-cell transplantation have been described in single-center studies. Geographic v... Deleterious Alterations in the Microbiota in Allogeneic HCT In this study, the gastrointestinal microbiome was serially monitored in patients undergoing allogeneic hematopoietic-cell transplantatio...",,N. Engl. J. Med.,822-834,9,382,Liao cited,
b19009e9-63b6-4a43-82e3-50660c5c80fa,,article,2025-08-09T23:24:56Z,2025-08-10T01:10:17Z,sophie.huebler@utah.edu (Sophie Huebler),2025-08-10T01:08:47Z,TRUE,,,FALSE,,10.1111/ajt.15654,,31605563,PMC7154648,,"s3.us-east-1.amazonaws.com 8/9/2025, 5:25:10 PM.pdf",2020,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/b19009e9-63b6-4a43-82e3-50660c5c80fa,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:b19009e9-63b6-4a43-82e3-50660c5c80fa,"Han, Lijie","Peng, Jie",A gut microbiota score predicting acute graft-versus-host disease following myeloablative allogeneic hematopoietic stem cell transplantation,"Han, Lijie; Zhao, Ke; Li, Yuanyuan; Han, Haohao; Zhou, Lizhi; Ma, Ping; Fan, Zhiping; Sun, Hui; Jin, Hua; Jiang, Zhongxing; Liu, Qifa; Peng, Jie",American Journal of Transplantation,1600-6135,"Although studies have reported that intestinal microbiota are associated with acute graft-versus-host disease (aGVHD), they lacked a satisfactory method for predicting aGVHD. We collected stool and blood samples at day 15 posttransplant from 150 patients from two centers who underwent myeloablative conditioning allogeneic hematopoietic stem cell transplantation (allo-HSCT). Stool microbiota were detected by 16S ribosomal RNA gene sequencing; inflammatory factors and T lymphocytes were detected by multiplex immunoassays and flow cytometry, respectively. A gut microbiota score (GMS) from a LASSO (least absolute shrinkage and selection operator) model was developed and validated to predict aGVHD. In the discovery cohort, the GMS could predict II-IV aGVHD (area under the receiver operating characteristic [ROC] curve [AUC] = 0.904, P < .0001). Furthermore, the validation model was consistent with the discovery set (AUC = 0.887, P < .0001). Regulatory T/T-helper 17 (Treg/Th17) cells ratio in the low GMS subgroup was higher compared with the high GMS (P = .012), and the validation set is consistent with the discovery set (P = .003). In addition, high cytokine levels were associated with high GMS. In conclusion, the GMS at neutrophil engraftment could predict aGVHD, and it was a potential and novel method. The GMS was associated with the inflammatory factor and Treg/Th17 balance.",,Am. J. Transplant.,1014-1027,4,20,unsure,
505e1efc-154f-4a3d-90ae-24af1a3fd5af,,article,2025-06-12T21:27:02Z,2025-10-20T18:20:20Z,sophie.huebler@utah.edu (Sophie Huebler),2025-11-03T17:51:48Z,TRUE,,,FALSE,,10.1200/jco.2016.70.3348,,28296584,PMC5455763,,peled-et-al-2017-intestinal-microbiota-and-relapse-after-hematopoietic-cell-transplantation.pdf,2017,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/505e1efc-154f-4a3d-90ae-24af1a3fd5af,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:505e1efc-154f-4a3d-90ae-24af1a3fd5af,"Peled, Jonathan U.","den Brink, Marcel R.M. van",Intestinal Microbiota and Relapse After Hematopoietic-Cell Transplantation,"Peled, Jonathan U.; Devlin, Sean M.; Staffas, Anna; Lumish, Melissa; Khanin, Raya; Littmann, Eric R.; Ling, Lilan; Kosuri, Satyajit; Maloy, Molly; Slingerland, John B.; Ahr, Katya F.; Rodriguez, Kori A. Porosnicu; Shono, Yusuke; Slingerland, Ann E.; Docampo, Melissa D.; Sung, Anthony D.; Weber, Daniela; Alousi, Amin M.; Gyurkocza, Boglarka; Ponce, Doris M.; Barker, Juliet N.; Perales, Miguel-Angel; Giralt, Sergio A.; Taur, Ying; Pamer, Eric G.; Jenq, Robert R.; den Brink, Marcel R.M. van",Journal of Clinical Oncology,0732-183X,"PurposeThe major causes of mortality after allogeneic hematopoietic-cell transplantation (allo-HCT) are relapse, graft-versus-host disease (GVHD), and infection. We have reported previously that alterations in the intestinal flora are associated with GVHD, bacteremia, and reduced overall survival after allo-HCT. Because intestinal bacteria are potent modulators of systemic immune responses, including antitumor effects, we hypothesized that components of the intestinal flora could be associated with relapse after allo-HCT. MethodsThe intestinal microbiota of 541 patients admitted for allo-HCT was profiled by means of 16S ribosomal sequencing of prospectively collected stool samples. We examined the relationship between abundance of microbiota species or groups of related species and relapse/progression of disease during 2 years of follow-up time after allo-HCT by using cause-specific proportional hazards in a retrospective discovery-validation cohort study. ResultsHigher abundance of a bacterial group composed mostly of Eubacterium limosum in the validation set was associated with a decreased risk of relapse/progression of disease (hazard ratio [HR], 0.82 per 10-fold increase in abundance; 95% CI, 0.71 to 0.95; P = .009). When the patients were categorized according to presence or absence of this bacterial group, presence also was associated with less relapse/progression of disease (HR, 0.52; 95% CI, 0.31 to 0.87; P = .01). The 2-year cumulative incidences of relapse/progression among patients with and without this group of bacteria were 19.8% and 33.8%, respectively. These associations remained significant in multivariable models and were strongest among recipients of T-cell–replete allografts. ConclusionWe found associations between the abundance of a group of bacteria in the intestinal flora and relapse/progression of disease after allo-HCT. These might serve as potential biomarkers or therapeutic targets to prevent relapse and improve survival after allo-HCT.",,J. Clin. Oncol.,JCO.2016.70.334,15,35,"Contact?,Liao cited",
130cea7d-729e-4c1c-b080-c647631cf89d,,article,2025-11-25T20:37:24Z,2025-11-25T20:37:24Z,sophie.huebler@utah.edu (Sophie Huebler),,FALSE,,,FALSE,,10.1101/618256,,,,,An association between the gut microbiota and immune cell dynamics in humans.pdf,2020,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/130cea7d-729e-4c1c-b080-c647631cf89d,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:130cea7d-729e-4c1c-b080-c647631cf89d,"Schluter, Jonas","Xavier, Joao B.",An association between the gut microbiota and immune cell dynamics in humans,"Schluter, Jonas; Peled, Jonathan U.; Taylor, Bradford P.; Smith, Melody; Markey, Kate A.; Taur, Ying; Niehus, Rene; Staffas, Anna; Dai, Anqi; Fontana, Emily; Amoretti, Luigi A.; Wright, Roberta J.; Morjaria, Sejal; Fenelus, Maly; Pessin, Melissa S.; Chao, Nelson J.; Lew, Meagan; Bohannon, Lauren; Bush, Amy; Sung, Anthony D.; Hohl, Tobias M.; Perales, Miguel-Angel; den Brink, Marcel R.M. van; Xavier, Joao B.",bioRxiv,"The gut microbiota influences development and homeostasis of the mammalian immune system1–3, can alter immune cell compositions in mice4–7, and is associated with responses to immunotherapy that rely on the activity of peripheral immune cells8–12. Still, our understanding of how the microbiota modulates immune cells dynamics remains limited, particularly in humans where a lack of deliberate manipulations makes inference challenging. Here we study hundreds of hospitalized—and closely monitored—patients receiving hematopoietic cell transplantation as they recover from chemotherapy and stem cell engraftment. This aggressive treatment causes large shifts in both circulatory immune cell and microbiota populations, allowing the relationships between the two to be studied simultaneously. We analyzed daily changes in white blood cells from 2,235 patients, and 10,680 longitudinal microbiota samples to identify bacteria associated with those changes. Bayesian inference and validation across patient cohorts revealed consistent associations between gut bacteria and white blood cell dynamics in the context of immunomodulatory medications, clinical metadata and homeostatic feedbacks. We contrasted the potency of fermentatively active, obligate anaerobic bacteria with that of medications with known immunomodulatory mechanism to estimate the potential of the microbiota to influence peripheral immune cell dynamics. Our analysis establishes and quantifies the link between the gut microbiota and the human immune system, with implications for microbiota-driven modulation of immunity.",bioRxiv,618256,,,,,,
bed9eab2-3f92-43b0-b48d-c1ea2a2b9734,,article,2025-10-20T18:22:54Z,2025-10-20T18:23:17Z,sophie.huebler@utah.edu (Sophie Huebler),,FALSE,,,FALSE,,10.1172/jci43918,,21099116,PMC2993598,,Vancomycin-resistant Enterococcus domination of intestinal microbiota is enabled by antibiotic treatment in mice and precedes bloodstream invasion in humans.pdf,2010,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/bed9eab2-3f92-43b0-b48d-c1ea2a2b9734,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:bed9eab2-3f92-43b0-b48d-c1ea2a2b9734,"Ubeda, Carles","Pamer, Eric G.",Vancomycin-resistant Enterococcus domination of intestinal microbiota is enabled by antibiotic treatment in mice and precedes bloodstream invasion in humans,"Ubeda, Carles; Taur, Ying; Jenq, Robert R.; Equinda, Michele J.; Son, Tammy; Samstein, Miriam; Viale, Agnes; Socci, Nicholas D.; den Brink, Marcel R.M. van; Kamboj, Mini; Pamer, Eric G.",Journal of Clinical Investigation,"Bloodstream infection by highly antibiotic-resistant bacteria, such as vancomycin-resistant Enterococcus (VRE), is a growing clinical problem that increasingly defies medical intervention. Identifying patients at high risk for bacterial sepsis remains an important clinical challenge. Recent studies have shown that antibiotics can alter microbial diversity in the intestine. Here, we characterized these effects using 16s rDNA pyrosequencing and demonstrated that antibiotic treatment of mice enabled exogenously administered VRE to efficiently and nearly completely displace the normal microbiota of the small and large intestine. In the clinical setting, we found that intestinal domination by VRE preceded bloodstream infection in patients undergoing allogeneic hematopoietic stem cell transplantation. Our results demonstrate that antibiotics perturb the normal commensal microbiota and set the stage for intestinal domination by bacteria associated with hospital-acquired infections. Thus, high-throughput DNA sequencing of the intestinal microbiota could identify patients at high risk of developing bacterial sepsis.",J. Clin. Investig.,4332-4341,Liao cited,0021-9738,12,120,,
8c5987ee-6367-4c0b-ab20-29bfc841f003,,article,2025-10-20T18:22:20Z,2025-11-03T17:48:40Z,sophie.huebler@utah.edu (Sophie Huebler),2025-11-03T17:48:28Z,TRUE,,,FALSE,,10.1182/blood-2018-01-828996,,29674425,PMC6024637,,haak2018impact.pdf,2018,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/8c5987ee-6367-4c0b-ab20-29bfc841f003,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:8c5987ee-6367-4c0b-ab20-29bfc841f003,"Haak, Bastiaan W.","Taur, Ying",Impact of gut colonization with butyrate-producing microbiota on respiratory viral infection following allo-HCT,"Haak, Bastiaan W.; Littmann, Eric R.; Chaubard, Jean-Luc; Pickard, Amanda J.; Fontana, Emily; Adhi, Fatima; Gyaltshen, Yangtsho; Ling, Lilan; Morjaria, Sejal M.; Peled, Jonathan U.; den Brink, Marcel R. van; Geyer, Alexander I.; Cross, Justin R.; Pamer, Eric G.; Taur, Ying",Blood," Respiratory viral infections are frequent in patients undergoing allogeneic hematopoietic stem cell transplantation (allo-HCT) and can potentially progress to lower respiratory tract infection (LRTI). The intestinal microbiota contributes to resistance against viral and bacterial pathogens in the lung. However, whether intestinal microbiota composition and associated changes in microbe-derived metabolites contribute to the risk of LRTI following upper respiratory tract viral infection remains unexplored in the setting of allo-HCT. Fecal samples from 360 allo-HCT patients were collected at the time of stem cell engraftment and subjected to deep, 16S ribosomal RNA gene sequencing to determine microbiota composition, and short-chain fatty acid levels were determined in a nested subset of fecal samples. The development of respiratory viral infections and LRTI was determined for 180 days following allo-HCT. Clinical and microbiota risk factors for LRTI were subsequently evaluated using survival analysis. Respiratory viral infection occurred in 149 (41.4%) patients. Of those, 47 (31.5%) developed LRTI. Patients with higher abundances of butyrate-producing bacteria were fivefold less likely to develop viral LRTI, independent of other factors (adjusted hazard ratio = 0.22, 95% confidence interval 0.04-0.69). Higher representation of butyrate-producing bacteria in the fecal microbiota is associated with increased resistance against respiratory viral infection with LRTI in allo-HCT patients.",Blood,2978-2986,"Liao cited,SCFA",0006-4971,26,131,,
e8b69643-ffef-4f3b-8acc-df617b7c50d5,,article,2025-10-20T18:21:37Z,2025-10-27T19:57:20Z,sophie.huebler@utah.edu (Sophie Huebler),2025-10-30T22:01:12Z,TRUE,,,FALSE,,10.1016/j.bbmt.2017.02.006,,28232086,PMC5546237,,"s3.us-east-1.amazonaws.com 10/20/2025, 12:21:40 PM.pdf",2017,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/e8b69643-ffef-4f3b-8acc-df617b7c50d5,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:e8b69643-ffef-4f3b-8acc-df617b7c50d5,"Weber, Daniela","Holler, Ernst",Microbiota Disruption Induced by Early Use of Broad-Spectrum Antibiotics Is an Independent Risk Factor of Outcome after Allogeneic Stem Cell Transplantation,"Weber, Daniela; Jenq, Robert R.; Peled, Jonathan U.; Taur, Ying; Hiergeist, Andreas; Koestler, Josef; Dettmer, Katja; Weber, Markus; Wolff, Daniel; Hahn, Joachim; Pamer, Eric G.; Herr, Wolfgang; Gessner, André; Oefner, Peter J.; den Brink, Marcel R.M. van; Holler, Ernst",Biology of Blood and Marrow Transplantation,"In allogeneic stem cell transplantation (ASCT), systemic broad-spectrum antibiotics are frequently used for treatment of infectious complications, but their effect on microbiota composition is still poorly understood. This retrospective analysis of 621 patients who underwent ASCT at the University Medical Center of Regensburg and Memorial Sloan Kettering Cancer Center in New York assessed the impact of timing of peritransplant antibiotic treatment on intestinal microbiota composition as well as transplant-related mortality (TRM) and overall survival. Early exposure to antibiotics was associated with lower urinary 3-indoxyl sulfate levels (P < .001) and a decrease in fecal abundance of commensal Clostridiales (P = .03) compared with late antibiotic treatment, which was particularly significant (P = .005) for Clostridium cluster XIVa in the Regensburg group. Earlier antibiotic treatment before ASCT was further associated with a higher TRM (34%, 79/236) compared with post-ASCT (21%, 62/297, P = .001) or no antibiotics (7%, 6/88, P < .001). Timing of antibiotic treatment was the dominant independent risk factor for TRM (HR, 2.0; P ≤ .001) in multivariate analysis besides increase age (HR, 2.15; P = .004), reduced Karnofsky performance status (HR, 1.47; P = .03), and female donor–male recipient sex combination (HR, 1.56; P = .02) A competing risk analysis revealed the independent effect of early initiation of antibiotics on graft-versus-host disease–related TRM (P = .004) in contrast to infection-related TRM and relapse (not significant). The poor outcome associated with early administration of antibiotic therapy that is active against commensal organisms, and specifically the possibly protective Clostridiales, calls for the use of Clostridiales-sparing antibiotics and rapid restoration of microbiota diversity after cessation of antibiotic treatment.",Biol. Blood Marrow Transplant.,845-852,"Liao cited,SCFA",1083-8791,5,23,,
d80f2d22-bb75-4f5b-bf1c-17b271f9f06f,,article,2025-10-20T18:20:52Z,2025-10-20T18:21:18Z,sophie.huebler@utah.edu (Sophie Huebler),,FALSE,,,FALSE,,10.1093/cid/ciaa068,,31976518,PMC8662789,,,2020,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/d80f2d22-bb75-4f5b-bf1c-17b271f9f06f,,"Stoma, Igor","Taur, Ying",Compositional Flux Within the Intestinal Microbiota and Risk for Bloodstream Infection With Gram-negative Bacteria,"Stoma, Igor; Littmann, Eric R; Peled, Jonathan U; Giralt, Sergio; den Brink, Marcel R M van; Pamer, Eric G; Taur, Ying",Clinical Infectious Diseases,"Gram-negative bloodstream infections (BSIs) represent a significant complication facing allogeneic hematopoietic cell transplant (allo-HCT) recipients, as a result of intestinal translocation during neutropenia. In this study we sought to better understand how the composition of the intestinal microbiota is connected to risk of gram-negative BSIs, expanding on our prior work in these patients. Fecal specimens were collected from recipients of allo-HCT and analyzed using 16S ribosomal RNA gene sequencing. Samples and clinical data extending from the pretransplant conditioning period through stem cell engraftment were used in the analysis. Intestinal domination (relative abundance ≥ 30%) by gram-negative bacteria was used as predictor of gram-negative BSI using Cox proportional hazards modeling. Further analysis of microbiota composition was performed at the genus level. Seven hundred eight allo-HCT subjects were studied (7.5% developed gram-negative infection), with 4768 fecal samples for analysis. Gram-negative intestinal domination was associated with subsequent BSI, which was observed overall and individually at the genus level: Escherichia, Klebsiella, Enterobacter, Pseudomonas, and Stenotrophomonas. Fluoroquinolone prophylaxis was associated with decreased BSI and intestinal colonization by gram-negative microbes. In fluoroquinolone-prophylaxed patients, Escherichia coli was more frequently observed as breakthrough, both in terms of intestinal colonization and BSIs, compared with nonprophylaxed patients. Initial colonization by members of Ruminococcaceae and Bacteroidetes were associated with protection against gram-negative BSI. Gram-negative intestinal colonization is highly predictive of BSI in the setting of allo-HCT. Fluoroquinolones appear to reduce these infections by influencing gut colonization. In this study, the intestinal microbiota and risk of gram-negative bloodstream infections was studied in patients undergoing allogeneic hematopoietic cell transplantation, during neutropenia. Expansion and domination by gram negatives occur in these patients and are predictive of bloodstream infection.",Clin. Infect. Dis.,e4627-e4635,Liao cited,1058-4838,11,73,,
5297638f-52c9-4bf7-9da2-00afeb49ac9f,,article,2025-10-20T18:19:05Z,2025-10-27T19:57:20Z,sophie.huebler@utah.edu (Sophie Huebler),,FALSE,,,FALSE,,10.1038/nature13828,,25337874,PMC4354891,,"login.ezproxy.lib.utah.edu 10/20/2025, 12:19:07 PM.pdf",2015,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/5297638f-52c9-4bf7-9da2-00afeb49ac9f,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:5297638f-52c9-4bf7-9da2-00afeb49ac9f,"Buffie, Charlie G.","Pamer, Eric G.",Precision microbiome reconstitution restores bile acid mediated resistance to Clostridium difficile,"Buffie, Charlie G.; Bucci, Vanni; Stein, Richard R.; McKenney, Peter T.; Ling, Lilan; Gobourne, Asia; No, Daniel; Liu, Hui; Kinnebrew, Melissa; Viale, Agnes; Littmann, Eric; den Brink, Marcel R. M. van; Jenq, Robert R.; Taur, Ying; Sander, Chris; Cross, Justin R.; Toussaint, Nora C.; Xavier, Joao B.; Pamer, Eric G.",Nature,"A fraction of the intestinal microbiota as precise as a single bacterial species confers infection resistance by synthesizing Clostridium difficile-inhibiting metabolites from host-derived bile salts. Antibiotic treatment can kill many members of the normal commensal gut microbiota, leaving patients susceptible to intestinal infection. Among infections that can result from antibiotic-mediated commensal flora destruction, Clostridium difficile colitis is one of the most common and difficult to treat. Eric Pamer and colleagues screened the mouse microbiota with a panel of antibiotics and looked for distinct microbiota changes associated with susceptibility to C. difficile. They identified resistance-associated microbiota constituents common to mice and humans, including Clostridium scindens, which they show confers resistance to infection by synthesizing C. difficile-inhibiting metabolites from host-derived bile salts. These findings could point the way towards novel approaches to the treatment and prevention of C. difficile colitis such as replenishment of secondary bile acids or biosynthesis-competent bacteria as adjuncts to faecal microbiota transplants. The gastrointestinal tracts of mammals are colonized by hundreds of microbial species that contribute to health, including colonization resistance against intestinal pathogens1. Many antibiotics destroy intestinal microbial communities and increase susceptibility to intestinal pathogens2. Among these, Clostridium difficile, a major cause of antibiotic-induced diarrhoea, greatly increases morbidity and mortality in hospitalized patients3. Which intestinal bacteria provide resistance to C. difficile infection and their in vivo inhibitory mechanisms remain unclear. Here we correlate loss of specific bacterial taxa with development of infection, by treating mice with different antibiotics that result in distinct microbiota changes and lead to varied susceptibility to C. difficile. Mathematical modelling augmented by analyses of the microbiota of hospitalized patients identifies resistance-associated bacteria common to mice and humans. Using these platforms, we determine that Clostridium scindens, a bile acid 7α-dehydroxylating intestinal bacterium, is associated with resistance to C. difficile infection and, upon administration, enhances resistance to infection in a secondary bile acid dependent fashion. Using a workflow involving mouse models, clinical studies, metagenomic analyses, and mathematical modelling, we identify a probiotic candidate that corrects a clinically relevant microbiome deficiency. These findings have implications for the rational design of targeted antimicrobials as well as microbiome-based diagnostics and therapeutics for individuals at risk of C. difficile infection.",Nature,205-208,"Liao cited,SCFA",0028-0836,7533,517,,
c280d9e4-f4ee-4587-9cb0-32406eba00d4,,article,2025-10-20T18:17:47Z,2025-10-20T18:18:10Z,sophie.huebler@utah.edu (Sophie Huebler),,FALSE,,,FALSE,,10.1128/iai.01197-12,,23319552,PMC3584866,,,2013,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/c280d9e4-f4ee-4587-9cb0-32406eba00d4,,"Ubeda, Carles","Pamer, Eric G.",Intestinal Microbiota Containing Barnesiella Species Cures Vancomycin-Resistant Enterococcus faecium Colonization,"Ubeda, Carles; Bucci, Vanni; Caballero, Silvia; Djukovic, Ana; Toussaint, Nora C.; Equinda, Michele; Lipuma, Lauren; Ling, Lilan; Gobourne, Asia; No, Daniel; Taur, Ying; Jenq, Robert R.; den Brink, Marcel R. M. van; Xavier, Joao B.; Pamer, Eric G.",Infection and Immunity,"Bacteria causing infections in hospitalized patients are increasingly antibiotic resistant. Classical infection control practices are only partially effective at preventing spread of antibiotic-resistant bacteria within hospitals. Because the density of intestinal colonization by the highly antibiotic-resistant bacterium vancomycin-resistant Enterococcus (VRE) can exceed 109 organisms per gram of feces, even optimally implemented hygiene protocols often fail. Decreasing the density of intestinal colonization, therefore, represents an important approach to limit VRE transmission. We demonstrate that reintroduction of a diverse intestinal microbiota to densely VRE-colonized mice eliminates VRE from the intestinal tract. While oxygen-tolerant members of the microbiota are ineffective at eliminating VRE, administration of obligate anaerobic commensal bacteria to mice results in a billionfold reduction in the density of intestinal VRE colonization. 16S rRNA gene sequence analysis of intestinal bacterial populations isolated from mice that cleared VRE following microbiota reconstitution revealed that recolonization with a microbiota that contains Barnesiella correlates with VRE elimination. Characterization of the fecal microbiota of patients undergoing allogeneic hematopoietic stem cell transplantation demonstrated that intestinal colonization with Barnesiella confers resistance to intestinal domination and bloodstream infection with VRE. Our studies indicate that obligate anaerobic bacteria belonging to the Barnesiella genus enable clearance of intestinal VRE colonization and may provide novel approaches to prevent the spread of highly antibiotic-resistant bacteria.",Infect. Immun.,965-973,Liao cited,0019-9567,3,81,,
