qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
00630a7c94b00cc1761ea0286130661b	NR_148624.1	100	217	0	0	14	230	404	620	8.699999999999997e-112	401
00694db8d53299eb4aa6a94ac05fb427	NR_159231.1	100	217	0	0	14	230	526	742	8.699999999999997e-112	401
0069a16cb928bc81f607baebc5e27278	NR_178971.1	100	217	0	0	14	230	434	650	8.699999999999997e-112	401
00702e2c42ead9cab7c61b9f696a18da	NR_029160.1	99.095	221	2	0	10	230	736	516	1.1299999999999998e-110	398
00793ea1608769c7ddba4983a0e523b2	NR_041351.1	100	217	0	0	14	230	510	726	8.699999999999997e-112	401
0081150de5e33da7668030907d7a7835	NR_163638.1	99.539	217	1	0	14	230	477	693	4.049999999999999e-110	396
0082b58d11a002d6635e9a9be3a8e866	NR_104735.1	99.083	218	2	0	13	230	776	559	5.239999999999999e-109	392
00889fd58a899ac10df78b984b0b239d	NR_044972.1	92.694	219	12	4	14	230	483	699	4.1899999999999994e-85	313
009621a8b52cc1c5e37f00d592c0de5a	NR_179590.1	99.539	217	1	0	14	230	477	693	4.049999999999999e-110	396
00ab462d00e1f11044bd1a9399441862	NR_043142.1	100	218	0	0	13	230	474	691	2.4199999999999993e-112	403
00af9b063b8a4330515c424c6103e420	NR_179330.1	100	217	0	0	14	230	478	694	8.699999999999997e-112	401
00b82a5edcfe04fc5e850c9afb119863	NR_179590.1	100	219	0	0	12	230	475	693	6.729999999999998e-113	405
00b85be53014f85aa702402abe821f23	NR_152060.1	98.624	218	3	0	13	230	779	562	2.4399999999999994e-107	387
00b8a1b3e2f33458943172e5911bd8b5	NR_029164.1	97.797	227	3	2	6	230	822	596	1.88e-108	390
00bd6cb606a41a9c2efc010020d899ae	NR_159231.1	99.539	217	1	0	14	230	526	742	4.049999999999999e-110	396
00cccbec3fc6655f5bf61ecca6c85d03	NR_197695.1	100	217	0	0	14	230	519	735	8.699999999999997e-112	401
00cd5172fe7691810902f426d75ecc33	NR_173688.1	92.056	214	17	0	12	225	762	549	9.079999999999997e-82	302
00cd7573b4db2ec5717ed56ce41ef73b	NR_117139.2	99.541	218	1	0	13	230	494	711	1.1299999999999998e-110	398
00db545f7d946b83248f48eb43533ff4	NR_181385.1	98.165	218	4	0	13	230	752	535	1.13e-105	381
00dd2b5f0046cfecd098b4d12edc7498	NR_118128.1	100	217	0	0	14	230	323	539	8.699999999999997e-112	401
00e2cc2de3669a00700ba156e927df49	NR_113332.1	100	217	0	0	14	230	513	729	8.699999999999997e-112	401
00ed8bb5b8069e264acfe94e7d503fed	NR_104907.1	96.33	218	8	0	13	230	464	681	5.3099999999999985e-99	359
00ef6114092d2540fab19d395bbf21d9	NR_074515.1	100	217	0	0	14	230	519	735	8.699999999999997e-112	401
00f210fcc659a143102fbad445c6b71e	NR_113097.1	100	217	0	0	14	230	495	711	8.699999999999997e-112	401
01034428d98af81807b7004af1ee2c23	NR_199906.1	96.313	217	8	0	14	230	503	719	1.9099999999999994e-98	357
01052f720e5f164552ca10b4131f5312	NR_074515.1	100	218	0	0	13	230	518	735	2.4199999999999993e-112	403
010cd5db1f6681b3f4ae9289333813ad	NR_113316.1	99.539	217	1	0	14	230	477	693	4.049999999999999e-110	396
011828fea753bb083e860f92bc4cb202	NR_181386.1	89.498	219	19	4	14	230	455	671	1.98e-73	274
011880c2e0440606cc2e889460f125df	NR_074436.1	99.539	217	1	0	14	230	476	692	4.049999999999999e-110	396
0122f87b31cc8205c54d16fc5517740c	NR_171444.1	96.313	217	8	0	14	230	450	666	1.9099999999999994e-98	357
01296e7b44c6856b0ca173d92e97963b	NR_025025.1	93.088	217	15	0	14	230	482	698	2.5099999999999993e-87	320
012a0b41445e1058af3f50b7939b5e60	NR_173570.1	98.624	218	3	0	13	230	770	553	2.4399999999999994e-107	387
01366fe8e9919e3db314b307d0766833	NR_041778.1	99.539	217	1	0	14	230	514	730	4.049999999999999e-110	396
013ac8aa6d714161f5125e311f5b5497	NR_159118.1	100	218	0	0	13	230	478	695	2.4199999999999993e-112	403
01431de66ce152792b9f6c7f73a6c306	NR_112943.1	98.661	224	2	1	7	230	791	569	4.049999999999999e-110	396
014847df73e3284116c17164754f166e	NR_041464.1	99.539	217	1	0	14	230	509	725	4.049999999999999e-110	396
0152f92b92d897608fd1949e10f31555	NR_074376.1	99.083	218	2	0	13	230	811	594	5.239999999999999e-109	392
0156ec4b836c8c3873d5b44a3ea490fe	NR_041364.1	97.696	217	5	0	14	230	506	722	1.8999999999999995e-103	374
015f6b0d091dbe43edd447582c32d595	NR_163638.1	100	218	0	0	13	230	476	693	2.4199999999999993e-112	403
0165329618b42249ebf11819857667a7	NR_074515.1	100	218	0	0	13	230	518	735	2.4199999999999993e-112	403
016b99d0dc4066a6d1744992d842fbe3	NR_179971.1	94.545	220	11	1	12	230	516	735	6.919999999999999e-93	339
0177d5ffb69abaf283549cf2acd9d39f	NR_041667.1	99.083	218	2	0	13	230	785	568	5.239999999999999e-109	392
017a79ef6cfc24208e0e51fa6fadb772	NR_113153.1	99.541	218	1	0	13	230	502	719	1.1299999999999998e-110	398
017e89c8bbafb4329aa86894b8b1503b	NR_074515.1	99.541	218	1	0	13	230	518	735	1.1299999999999998e-110	398
017efcfabc96331320d1185a1372b7ca	NR_102884.1	96.789	218	7	0	13	230	771	554	1.1399999999999998e-100	364
01834ed4191b23e397148d8d7b0507f0	NR_159118.1	100	217	0	0	14	230	479	695	8.699999999999997e-112	401
0185d21765dd336954f913da3e018c68	NR_179329.1	94.47	217	12	0	14	230	478	694	8.949999999999998e-92	335
018b368e63af1798958a4eb21c689cdd	NR_144704.1	99.539	217	1	0	14	230	420	636	4.049999999999999e-110	396
018da06495cba47cb08a076e431332b5	NR_113270.1	99.543	219	1	0	12	230	495	713	3.1299999999999995e-111	399
019242df335e2c51ff1c20c3d34b8a75	NR_176530.1	99.541	218	1	0	13	230	508	725	1.1299999999999998e-110	398
0193ccd40206f30e0a9d3192f5f3731a	NR_117778.1	100	217	0	0	14	230	467	683	8.699999999999997e-112	401
019962a304a47e94004841a32001395f	NR_181383.1	94.495	218	11	1	14	230	459	676	8.949999999999998e-92	335
019f934bba8546e6ee05a3121892e1dc	NR_104907.1	94.47	217	12	0	14	230	465	681	8.949999999999998e-92	335
01a3507ef194b5379ed8f5da43664092	NR_075051.2	99.543	219	1	0	12	230	836	618	3.1299999999999995e-111	399
01a832fb9d65de04032af782ddce7379	NR_159118.1	99.083	218	2	0	13	230	770	553	5.239999999999999e-109	392
01d4109b76c24474dfa87caee525af1a	NR_121686.1	98.618	217	3	0	14	230	497	713	8.759999999999999e-107	385
01d974013e6db4a9fe8d04dadb7c623f	NR_112943.1	100	217	0	0	14	230	495	711	8.699999999999997e-112	401
01e05a1ff4542a52abc119e38c6d5320	NR_112945.1	99.083	218	2	0	13	230	787	570	5.239999999999999e-109	392
01e1322f75ee83febfbd2c26ff5ad473	NR_113411.1	98.618	217	3	0	14	230	510	726	8.759999999999999e-107	385
01eb078a4a0a98805d1cfeb396ef1eba	NR_026111.1	100	217	0	0	14	230	514	730	8.699999999999997e-112	401
01f37fe11c51c69c6e8f64845294eaae	NR_104907.1	93.088	217	15	0	14	230	465	681	9.009999999999998e-87	318
0204f9de669e2ba5c9134827a8ed91bb	NR_074376.1	100	218	0	0	13	230	519	736	2.4199999999999993e-112	403
020737c3d3c38e0d7fc42d4cc072cf8f	NR_179531.1	93.578	218	10	4	13	228	789	574	6.969999999999999e-88	322
0208b66ca33d3af773dd50e1e0045661	NR_074634.1	100	218	0	0	13	230	498	715	2.4199999999999993e-112	403
02092bf0a6f5bb4ba0236047aea8f8b9	NR_102895.1	98.624	218	3	0	13	230	809	592	2.4399999999999994e-107	387
020b7d42ab5fb681573de614e4a0a35a	NR_026111.1	99.541	218	1	0	13	230	804	587	1.1299999999999998e-110	398
020c2a892d9eed735e3ea0a1f19b5967	NR_118128.1	99.541	218	1	0	13	230	322	539	1.1299999999999998e-110	398
020e0bc6d1ec7c6bcd563db3264fce76	NR_179418.1	100	217	0	0	14	230	500	716	8.699999999999997e-112	401
0216657408bd31e7e570db57d90f53f6	NR_112945.1	100	218	0	0	13	230	495	712	2.4199999999999993e-112	403
021b67a814d880bca89d459534954507	NR_074515.1	99.541	218	1	0	13	230	518	735	1.1299999999999998e-110	398
0224060b019674b92335840c2bdf531c	NR_179626.1	95.853	217	9	0	14	230	500	716	8.889999999999999e-97	351
02281f973584c9fb9f681f0ac543d914	NR_176800.1	98.63	219	3	0	12	230	770	552	6.7699999999999985e-108	388
022ac95e1a3ffbfaba54e1498c65cae6	NR_112935.1	99.078	217	2	0	14	230	507	723	1.88e-108	390
022cc7dcc9635e282e6ef54ff0adab9e	NR_112945.1	99.111	225	0	2	8	230	488	712	2.4199999999999993e-112	403
023c0d3d515ef4b9306c53870f74a69a	NR_179135.1	99.539	217	1	0	14	230	480	696	4.049999999999999e-110	396
023ebafb5909dfa18807290e31607699	NR_028816.1	99.541	218	1	0	13	230	483	700	1.1299999999999998e-110	398
0240035c1b4b7239d85f68c4657cd748	NR_116747.1	100	218	0	0	13	230	449	666	2.4199999999999993e-112	403
02445db8d005c560257d11008ceb3bb8	NR_041277.1	100	217	0	0	14	230	508	724	8.699999999999997e-112	401
024d78b7116e10460d9c7f7171371cec	NR_036777.1	99.543	219	1	0	12	230	480	698	3.1299999999999995e-111	399
0253e1ff3c111062de835ac646584716	NR_118128.1	99.539	217	1	0	14	230	323	539	4.049999999999999e-110	396
025623ddf3d50b73be8ad2bf095576a6	NR_152049.1	99.087	219	2	0	12	230	755	537	1.4599999999999998e-109	394
0259387608a6a94e600337a6957783bb	NR_179590.1	100	217	0	0	14	230	477	693	8.699999999999997e-112	401
025e376e370c294aa4af05821d69e1c0	NR_026111.1	100	219	0	0	12	230	512	730	6.729999999999998e-113	405
0260280cb52f4db93702d24e766bf5cb	NR_028997.1	98.157	217	4	0	14	230	453	669	4.0799999999999996e-105	379
0265f723f15f785e9c7e57236a79353d	NR_118516.1	98.624	218	3	0	13	230	753	536	2.4399999999999994e-107	387
0278df3312cbd29bb109f3934f08efe2	NR_118128.1	99.539	217	1	0	14	230	323	539	4.049999999999999e-110	396
027a76a6e08c1fc79ab5bbf71bab311a	NR_197730.1	97.235	217	6	0	14	230	461	677	8.819999999999999e-102	368
028bd8a1b7e1bc76334cc2ac6dadc4ee	NR_159118.1	99.083	218	2	0	13	230	770	553	5.239999999999999e-109	392
029ad5e99875c023f9fdeb98f907baa3	NR_197695.1	99.083	218	2	0	13	230	809	592	5.239999999999999e-109	392
02a964c4c39f3456ca5ee58c4e6d7254	NR_152049.1	99.083	218	2	0	13	230	754	537	5.239999999999999e-109	392
02b7405828d7aa90c9e5b8ca7f368999	NR_178972.1	99.543	219	1	0	12	230	432	650	3.1299999999999995e-111	399
02bb6028959f6c779d34d762ef3f7cc5	NR_118730.1	97.235	217	6	0	14	230	504	720	4.0799999999999996e-105	379
02bb76c3792611b0013c6e9912e98678	NR_074436.1	98.165	218	4	0	13	230	767	550	1.13e-105	381
02cf45df8413679ee555483d755adcb3	NR_074515.1	99.541	218	1	0	13	230	518	735	1.1299999999999998e-110	398
02cf5517a5790177fe6d2cfde8dc37f4	NR_118554.1	95.89	219	9	0	12	230	773	555	6.869999999999999e-98	355
02cff75fd10a744708888b64efc3b5f7	NR_112938.1	100	217	0	0	14	230	495	711	8.699999999999997e-112	401
02dc56508141a918a191912311374019	NR_159231.1	100	218	0	0	13	230	525	742	2.4199999999999993e-112	403
02df1e734fb64bfa310ba87f6625d997	NR_163638.1	100	217	0	0	14	230	477	693	8.699999999999997e-112	401
02e0e9a3ad89d8bc9593c19591762fc8	NR_074436.1	98.157	217	4	0	14	230	476	692	4.0799999999999996e-105	379
02e5ebd2c497a244032832d7264e5d1d	NR_197695.1	98.624	218	3	0	13	230	809	592	2.4399999999999994e-107	387
02f40ca5eaace95f327786b1b524c5f9	NR_176506.1	99.543	219	1	0	12	230	487	705	3.1299999999999995e-111	399
02fe328b872c05d733435e292f2cbf3e	NR_133027.1	100	217	0	0	14	230	525	741	8.699999999999997e-112	401
030ac385629ba9978d0f2179780975fa	NR_199415.1	98.624	218	3	0	13	230	486	703	2.4399999999999994e-107	387
030cf532e57914e6a9fdbdb0d990de92	NR_104907.1	91.324	219	19	0	12	230	463	681	3.2599999999999996e-81	300
03128b3f9a371a7db1f4ee2b55520914	NR_178972.1	95.327	214	10	0	13	226	725	512	1.9199999999999997e-93	340
031a06651cfb39d3a0d0a3da6227b524	NR_176800.1	99.539	217	1	0	14	230	478	694	4.049999999999999e-110	396
0328876416be31cea4f89ee567dab2c2	NR_197737.1	99.543	219	1	0	12	230	772	554	3.1299999999999995e-111	399
032aa983e4f6701f262370afb67cc1d4	NR_118692.1	100	218	0	0	13	230	461	678	2.4199999999999993e-112	403
033a273e0e4905449513a5b1c688e9f2	NR_148620.1	96.313	217	8	0	14	230	344	560	1.9099999999999994e-98	357
03403a4a9f9df9f0ddb250f2772fd537	NR_041960.1	99.541	218	0	1	14	230	371	588	4.049999999999999e-110	396
0345f057e16f1e889aadd47096743588	NR_181198.1	98.624	218	3	0	13	230	733	516	2.4399999999999994e-107	387
0348ed184c95ea8071d24879306cc269	NR_180048.1	96.774	217	7	0	14	230	487	703	4.11e-100	363
034b49d50431d826f8a30bf281d20693	NR_044490.1	99.539	217	1	0	14	230	501	717	4.049999999999999e-110	396
034f2748fd92aa9ecca9ac1ea19e6bfd	NR_179603.1	95.283	212	10	0	13	224	756	545	2.4899999999999993e-92	337
03551d92598094a4af0df7f68763b0c7	NR_133762.1	100	219	0	0	12	230	448	666	6.729999999999998e-113	405
036313f5cfa6f4ede65d493b67445424	NR_112945.1	100	218	0	0	13	230	495	712	2.4199999999999993e-112	403
036fbfe903b8a3831d8cb6448425ba40	NR_113073.1	99.541	218	1	0	13	230	497	714	1.1299999999999998e-110	398
0370f1ec5a6f38ad0b40f67e821fbf81	NR_178971.1	99.539	217	1	0	14	230	434	650	4.049999999999999e-110	396
0372aba0dc7a86c18f4cc54aa2cb519f	NR_144704.1	99.078	217	2	0	14	230	420	636	1.88e-108	390
0373959f92b035ac7e2355563e707c0d	NR_178971.1	94.977	219	9	2	13	230	433	650	5.349999999999999e-94	342
037cf933892f8f881571b9316f27a980	NR_044972.1	93.151	219	11	4	14	230	483	699	9.009999999999998e-87	318
03829957649baadc40c762e57e887fd8	NR_181755.1	98.624	218	3	0	13	230	820	603	2.4399999999999994e-107	387
0385c763dabc657ea075c1410004d204	NR_074515.1	99.087	219	2	0	12	230	811	593	1.4599999999999998e-109	394
0390242bd103c44dc107b81a3131f4b3	NR_074399.1	95.283	212	10	0	13	224	773	562	2.4899999999999993e-92	337
03902c9e1ab59699c9fd29e63b704c9c	NR_165747.1	100	217	0	0	14	230	493	709	8.699999999999997e-112	401
0391da9993bf91eda9790fcf5446cf44	NR_179330.1	100	217	0	0	14	230	478	694	8.699999999999997e-112	401
03938ef9f5cb034092779dfcc92c4bb4	NR_044490.1	99.539	217	1	0	14	230	501	717	4.049999999999999e-110	396
0395fef963d9cfed529a17a78e11ee5d	NR_147379.1	100	217	0	0	14	230	478	694	8.699999999999997e-112	401
039b0fee1325511fce1ad2ecaee47e0a	NR_104907.1	95.833	216	9	0	13	228	756	541	3.199999999999999e-96	350
039cc8cbec35596b6363e7153863091a	NR_104990.1	100	218	0	0	13	230	513	730	2.4199999999999993e-112	403
039d8b3d4431e9176a5aad6c051ab6de	NR_112945.1	99.539	217	1	0	14	230	496	712	4.049999999999999e-110	396
03b15d35cc8ebf8c3cd2007972c8ac52	NR_104695.1	100	217	0	0	14	230	480	696	8.699999999999997e-112	401
03b7ca5ef51a8e304df99933065a196b	NR_181407.1	94.009	217	13	0	14	230	504	720	4.159999999999999e-90	329
03d43a59f9183143ecd6c9e071897900	NR_044731.2	98.624	218	3	0	13	230	811	594	2.4399999999999994e-107	387
03d642f85a61b3ffeb894ca11a1a4216	NR_181384.1	92.627	217	16	0	14	230	399	615	4.1899999999999994e-85	313
03f9799abcf126044148256fe7da5ae5	NR_104907.1	90.233	215	21	0	13	227	756	542	1.18e-75	281
03f9a570a1fbd28c2e3e1ec47721e6d2	NR_118128.1	99.078	217	2	0	14	230	323	539	1.88e-108	390
04059be728f73f3a9c60d6e6fa81ca18	NR_026229.1	97.235	217	6	0	14	230	511	727	8.819999999999999e-102	368
04090f97bc088acdede2040700c64238	NR_113151.1	99.087	219	2	0	12	230	799	581	1.4599999999999998e-109	394
0413119038a13409dfde0e36046254d4	NR_042832.1	99.543	219	1	0	12	230	772	554	3.1299999999999995e-111	399
041eb702560969de19c2505105abdbe4	NR_113151.1	99.539	217	1	0	14	230	507	723	4.049999999999999e-110	396
0420aa3ae2fc67c01b71bdff6c0ca8c5	NR_179330.1	95.853	217	9	0	14	230	478	694	8.889999999999999e-97	351
04215ecbf92f6c26e60d97a348f70ad8	NR_147378.1	98.624	218	3	0	13	230	780	563	2.4399999999999994e-107	387
042b8801ce637a84187cdc2088f7363b	NR_074515.1	99.541	218	1	0	13	230	518	735	1.1299999999999998e-110	398
0440ba0870459eef8037692293146c09	NR_159261.1	100	217	0	0	14	230	417	633	8.699999999999997e-112	401
0441b69c856515387f55c215657c5b01	NR_112945.1	100	218	0	0	13	230	495	712	2.4199999999999993e-112	403
0442a01c5c33c2157c49e8b86d9ec72a	NR_044644.2	98.157	217	4	0	12	228	796	580	1.13e-105	381
0442e2a7c595e405eea3e0f4d9b1e220	NR_113097.1	100	217	0	0	14	230	495	711	8.699999999999997e-112	401
044923cd3ce5084225ac804420cece9c	NR_074634.1	100	217	0	0	14	230	499	715	8.699999999999997e-112	401
044ec2ca80a75f48ee1b6ab13c898167	NR_044048.1	99.541	218	1	0	13	230	476	693	1.1299999999999998e-110	398
0450a1402346ef6e988217875400e5a4	NR_028883.1	99.541	218	0	1	14	230	375	592	4.049999999999999e-110	396
046b5af00870f990def37fbc0f6b8de7	NR_157642.1	88.532	218	25	0	10	227	744	527	1.1899999999999998e-70	265
046c501ca3d045a9cd69c0f6b2fe5d81	NR_179581.1	99.539	217	1	0	14	230	480	696	4.049999999999999e-110	396
046d94341a675531ffde505e82a19674	NR_027579.1	99.539	217	1	0	14	230	465	681	4.049999999999999e-110	396
047550c01d25bf0dd5b64fd33a4cea90	NR_074376.1	100	217	0	0	14	230	520	736	8.699999999999997e-112	401
048fee06a3266a9a672367f366d1d3b1	NR_075051.2	100	219	0	0	12	230	542	760	6.729999999999998e-113	405
049171e38bb372fdefe7636c64955399	NR_179587.1	96.804	219	7	0	10	228	771	553	3.1699999999999994e-101	366
04a8cd582167a4fb978001c16a7d61b5	NR_197695.1	100	218	0	0	13	230	518	735	2.4199999999999993e-112	403
04ab0715690f5cbc39d83b9104216ebb	NR_112943.1	100	218	0	0	13	230	494	711	2.4199999999999993e-112	403
04abad07c4b1b91f4f36355671aac5a9	NR_029335.1	99.539	217	1	0	14	230	424	640	4.049999999999999e-110	396
04baea631023be4db565af63104bc65b	NR_074515.1	98.624	218	3	0	13	230	810	593	2.4399999999999994e-107	387
04be1c99ac807347723bc263c86258d2	NR_075051.2	98.624	218	3	0	13	230	835	618	2.4399999999999994e-107	387
04c1746145858497bb0a38e01eb6cef4	NR_179330.1	100	218	0	0	13	230	477	694	2.4199999999999993e-112	403
04c56d4db75a46bfa1e1f260c98951f2	NR_180671.1	98.157	217	4	0	14	230	212	428	4.0799999999999996e-105	379
04cc6370c76614003712808d76a644a2	NR_179587.1	96.313	217	8	0	14	230	477	693	1.9099999999999994e-98	357
04cdfc63b610e80b7412d477af840be3	NR_200006.1	99.541	218	1	0	13	230	506	723	1.1299999999999998e-110	398
04e1851c8652e70b4240a5ba94edaf7b	NR_117139.2	99.539	217	1	0	14	230	495	711	4.049999999999999e-110	396
04e8cf10cc9d55b9f7f0f6a12cf1c83b	NR_114315.1	99.078	217	2	0	14	230	485	701	5.239999999999999e-109	392
05002c4df3301423fa1d307aec92afdd	NR_112945.1	99.539	217	1	0	14	230	496	712	4.049999999999999e-110	396
050c607121f0d7e3e21c7fd675b8a357	NR_179330.1	94.47	217	12	0	14	230	478	694	8.949999999999998e-92	335
0511b27bd3569536a169feccea23bb9c	NR_118692.1	99.539	217	1	0	14	230	462	678	4.049999999999999e-110	396
05140426973f9759b0d7ad8a731cdb12	NR_152060.1	99.539	217	1	0	14	230	488	704	4.049999999999999e-110	396
051512e0cc70392bd864c31ccffe42a1	NR_174267.1	99.539	217	1	0	14	230	522	738	4.049999999999999e-110	396
051ec149ede2aca33c5a623b564a1d2f	NR_025127.1	94.931	217	11	0	14	230	496	712	1.9199999999999997e-93	340
0520b7ecc80cc5171838b492cc23e532	NR_178515.1	100	219	0	0	12	230	493	711	6.729999999999998e-113	405
0522688c6ce2e3971cfac789b212a251	NR_074634.1	100	217	0	0	14	230	499	715	8.699999999999997e-112	401
052301f0455d82702640dbe879e992d5	NR_151900.1	100	217	0	0	14	230	500	716	8.699999999999997e-112	401
052532ddea4b71db0f3b6e722b80db76	NR_074980.1	99.539	217	1	0	14	230	528	744	4.049999999999999e-110	396
05408d830fa4c9ee253ae62af08af802	NR_029164.1	99.087	219	2	0	12	230	814	596	1.4599999999999998e-109	394
0549496727185f73fede53c62bd51b01	NR_151900.1	99.543	219	1	0	12	230	498	716	3.1299999999999995e-111	399
0549bcf5a5d97ce73520a3817f9d0ee1	NR_147372.1	99.541	218	1	0	13	230	507	724	1.1299999999999998e-110	398
054c382912a573305247f866874cc7db	NR_180823.1	89.72	214	20	2	12	224	798	586	7.12e-73	272
055b405e4f609a3892e2a4cc5934d567	NR_179581.1	99.091	220	2	0	11	230	772	553	4.049999999999999e-110	396
055fa160e3e22d0653204c1278888a51	NR_170508.1	93.119	218	15	0	13	230	520	737	2.5099999999999993e-87	320
05626c7f27c86d7bf19d2c75fa31f45d	NR_179329.1	98.174	219	4	0	12	230	476	694	3.149999999999999e-106	383
0562dd7c86b482c3ea806b80f15abd67	NR_151900.1	99.539	217	1	0	14	230	500	716	4.049999999999999e-110	396
0568697d415a9fb7f5a89a9c96689726	NR_147378.1	96.33	218	8	0	13	230	780	563	5.3099999999999985e-99	359
0574d9ec5bb6342d9dac9f8c19f575db	NR_116747.1	99.083	218	2	0	13	230	741	524	5.239999999999999e-109	392
05796ce31a773feabb463919cf6b2ba3	NR_074376.1	98.174	219	4	0	12	230	812	594	3.149999999999999e-106	383
057e245f8638f40ea765fde9be30cd0b	NR_074535.1	98.624	218	3	0	13	230	793	576	2.4399999999999994e-107	387
057ea1c4def3ce94293999da78ec42ce	NR_112945.1	100	218	0	0	13	230	495	712	2.4199999999999993e-112	403
058208096603bed23619b474aa8488bd	NR_113316.1	98.238	227	2	2	6	230	777	551	4.049999999999999e-110	396
0583ea19ad99bf8c09478dee15652f7b	NR_104907.1	91.244	217	19	0	14	230	465	681	4.22e-80	296
0593b8aef1f774681012b84462bda77f	NR_112945.1	100	217	0	0	14	230	496	712	8.699999999999997e-112	401
059721c0f7db9a2a6eb954bd541267ff	NR_043142.1	99.539	217	1	0	14	230	475	691	4.049999999999999e-110	396
059ba8312d70d1af7c1521e21cfb6c06	NR_113153.1	100	217	0	0	14	230	503	719	8.699999999999997e-112	401
059e3c2833cda12de08b4989bac765fe	NR_074436.1	97.696	217	5	0	14	230	476	692	1.8999999999999995e-103	374
05a37acc2fede359922e206fa175fb1a	NR_041351.1	100	218	0	0	13	230	509	726	2.4199999999999993e-112	403
05a61037685614a1d1324df1734847d6	NR_112947.1	99.541	218	1	0	13	230	786	569	1.1299999999999998e-110	398
05a62a34acf5c8d61044b01e271f2fbf	NR_179996.1	99.539	217	1	0	14	230	512	728	4.049999999999999e-110	396
05ac10b7c8928d208e3353ab4dc59312	NR_180458.1	98.63	219	3	0	12	230	801	583	6.7699999999999985e-108	388
05afb4b25fe0ed4299cfd94dae3b7d2a	NR_179329.1	98.618	217	3	0	14	230	478	694	8.759999999999999e-107	385
05b0fe64d429b451d2d73c90bcd94710	NR_025930.1	99.543	219	0	1	13	230	445	663	1.1299999999999998e-110	398
05b8f9ef77607125eebdef6baa327b8d	NR_118128.1	99.539	217	1	0	14	230	323	539	4.049999999999999e-110	396
05bdd559a7439f3d89eef6641acbcb50	NR_042832.1	100	218	0	0	13	230	479	696	2.4199999999999993e-112	403
05c0290452665e391eae04682d372834	NR_189245.1	91.549	213	18	0	12	224	806	594	1.52e-79	294
05c846a2e7bc36410f8b6c29671fea46	NR_179581.1	99.087	219	2	0	12	230	478	696	1.4599999999999998e-109	394
05c9f6b7fce4b5c0beaff229ecd98f25	NR_112945.1	99.541	218	1	0	13	230	495	712	1.1299999999999998e-110	398
05cb889fd945f0a5a336cba22185ecaf	NR_179590.1	99.078	217	2	0	14	230	477	693	1.88e-108	390
05cca3eded80ae092d78d0f478c09524	NR_174267.1	99.539	217	1	0	14	230	522	738	4.049999999999999e-110	396
05cf1061a5892a74f395bbbd05dabcb7	NR_118554.1	92.991	214	13	2	13	225	772	560	1.5099999999999998e-84	311
05d0b1b488e9cd0d38b4c8cd5183ebd8	NR_178972.1	100	219	0	0	12	230	432	650	6.729999999999998e-113	405
05da98a1414bff994d17505866236fa2	NR_118128.1	99.539	217	1	0	14	230	323	539	4.049999999999999e-110	396
05dfafdbe5d65ff2b0927054c25e15d5	NR_144696.1	99.539	217	1	0	14	230	482	698	4.049999999999999e-110	396
05f529691c5af8b70d7c9fbc221cde78	NR_176530.1	98.624	218	3	0	13	230	800	583	2.4399999999999994e-107	387
