item ID (Read-Only),original ID,type,created (Read-Only),updated (Read-Only),creator (Read-Only),last read (Read-Only),read,notes,color,flag,ratings,doi,patent_id,pmid,pmcid,arxiv,file (Read-Only),year,Library URL,PDF URL,First author,Last author,Title,Author,Journal,ISSN,Abstract,Date,Journal Abbreviation,Issue,Volume,Language,Tags,eissn,Pages,Archive Location,Citekey
f6cb6a4c-61b9-4d78-997f-3ef5e8d7e146,e25a744788338207d570a4b85b8a491139bdb32ed2ddbed63698bd9c7078df1e,article,2026-04-22T20:24:35Z,2026-04-23T17:45:27Z,sophie.huebler@utah.edu (Sophie Huebler),,false,,,false,,10.1080/17474086.2021.1860001,,33297779,,,Biomarkers for acute and chronic graft versus host disease  state of the art.pdf,2021,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/f6cb6a4c-61b9-4d78-997f-3ef5e8d7e146,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:f6cb6a4c-61b9-4d78-997f-3ef5e8d7e146,"Giaccone, Luisa","Bruno, Benedetto",Biomarkers for acute and chronic graft versus host disease: state of the art.,"Giaccone, Luisa; Faraci, Danilo Giuseppe; Butera, Sara; Lia, Giuseppe; Di Vito, Clara; Gabrielli, Giulia; Cerrano, Marco; Mariotti, Jacopo; Dellacasa, Chiara; Felicetti, Francesco; Brignardello, Enrico; Mavilio, Domenico; Bruno, Benedetto",Expert review of hematology,1747-4086,"INTRODUCTION: Despite significant advances in treatment and prevention,       graft-versus-host disease (GVHD) still represents the main cause of morbidity and       mortality after allogeneic hematopoietic stem cell transplantation. Thus,       considerable research efforts have been made to find and validate reliable       biomarkers for diagnosis, prognosis, and risk stratification of GVHD. AREAS       COVERED: In this review the most recent evidences on different types of       biomarkers studied for GVHD, such as genetic, plasmatic, cellular markers, and       those associated with microbiome, were summarized. A comprehensive search of       peer-review literature was performed in PubMed including meta-analysis,       preclinical and clinical trials, using the terms: cellular and plasma biomarkers,       graft-versus-host disease, cytokines, and allogeneic hematopoietic stem cell       transplantation. EXPERT OPINION: In the near future, several validated biomarkers       will be available to help clinicians in the diagnosis of GVHD, the identification       of patients at high risk of GVHD development and in patients' stratification       according to its severity. Then, immunosuppressive treatment could be tailored to       each patient's real needs. However, more efforts are needed to achieve this goal.       Although most of the proposed biomarkers currently lack validation with       large-scale clinical data, their study led to improved knowledge of the       biological basis of GVHD, and ultimately to implementation of GHVD treatment.",2021 Jan,Expert Rev Hematol,1,14,eng,,1747-4094,79-96,,
70566679-8d8e-4139-a16d-d649e4b7d451,deda9dc4bce9cf28d5ec08cb3b666c330b12537080994291c931cbce21fe9927,article,2026-04-22T20:26:13Z,2026-04-23T18:24:07Z,sophie.huebler@utah.edu (Sophie Huebler),,false,,,false,,10.1038/s41409-018-0131-7,,,,,"login.ezproxy.lib.utah.edu 4/23/2026, 12:23:53 PM.pdf",2018,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/70566679-8d8e-4139-a16d-d649e4b7d451,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:70566679-8d8e-4139-a16d-d649e4b7d451,"Gjaerde, Lars K.","Sengelov, Henrik",Gut decontamination during allogeneic hematopoietic stem cell transplantation and the risk of acute graft-versus-host disease,"Gjaerde, Lars K.; Schmidt, Mette; Sengelov, Henrik",BONE MARROW TRANSPLANTATION,0268-3369,,2018,,8,53,,,,1061-1064,CCC:000439989700017,
dee7edd6-2c0e-48a8-8b41-89923b45fc7a,1699b497493f435711c071af36402b2c5bbd6cfde2dd491f0c29a9fee3b426b0,article,2025-11-25T22:03:38Z,2026-04-22T20:35:41Z,sophie.huebler@utah.edu (Sophie Huebler),2026-02-25T22:17:28Z,true,,,false,,10.1016/j.coi.2025.102676,,41075387,,,1-s2.0-S0952791525001529-main.pdf,2025,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/dee7edd6-2c0e-48a8-8b41-89923b45fc7a,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:dee7edd6-2c0e-48a8-8b41-89923b45fc7a,"Godefroy, Emmanuelle","Altare, Frédéric",Deciphering and harnessing gut microbiota–associated immune regulation in acute graft-versus-host disease,"Godefroy, Emmanuelle; Altare, Frédéric",Current Opinion in Immunology,0952-7915,"Allogeneic hematopoietic stem cell transplantation represents a curative treatment of choice for numerous severe hematological malignancies. While donor-derived transplanted T cells can limit disease relapse (GvT/GvL effect), they also induce, in 30–50% of the patients, acute graft-versus-host disease (aGvHD), a severe condition with elevated mortality and comorbidity rates. Gut microbiota composition has been associated with aGvHD outcome. This observation created a substantial research interest, and individual gut microbiota commensals have been acknowledged for their ability to promote immune regulation, both locally and systemically, and thus limit aGvHD-related inflammation. The mechanisms by which commensals support immune homeostasis are being decrypted at a remarkable rate. However, the trillions of micro-organisms comprising the gut microbiome interact, both directly and indirectly, with local immune cells, which is all the more critical in the context of heavy conditioning regimens these patients undergo, themselves damaging mucosal tissues and prompting inflammation. Commensals can help preserve the gut barrier integrity by actively limiting deleterious inflammation processes. Mechanistically deciphering the intricate crosstalk between gut microbes and gut immune cells, both at the species level and globally, represents a colossal challenge, but holds great promise in predicting and harnessing numerous pathological processes, including aGvHD. This review aims to examine the acquired knowledge concerning immunoregulatory responses driven by gut microbiota in the context of aGvHD. Recent preclinical and clinical studies harnessing such pathways proved to be encouraging, while substantial hurdles subsist regarding how to successfully harness this complex host/microbiota interplay to constrain aGvHD.",2025 Dec,Curr. Opin. Immunol.,,97,eng,,0952-7915,102676,,
c0d9b4df-e418-476b-a568-ad248722b14b,3d02b1731877b7b3ba1b71e7992fbdf3cdd3af8772a98e5b2e73cf8525e166fc,article,2026-04-22T20:24:35Z,2026-04-23T17:21:21Z,sophie.huebler@utah.edu (Sophie Huebler),,false,,,false,,10.1172/jci.insight.179458,,39088302,,,"insight.jci.org 4/23/2026, 11:21:20 AM.pdf",2024,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/c0d9b4df-e418-476b-a568-ad248722b14b,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:c0d9b4df-e418-476b-a568-ad248722b14b,"Godefroy, Emmanuelle","Altare, Frédéric",Human gut microbiota-reactive DP8α Tregs prevent acute graft-versus-host disease       in a CD73-dependent manner.,"Godefroy, Emmanuelle; Chevallier, Patrice; Haspot, Fabienne; Vignes, Caroline; Daguin, Véronique; Lambot, Sylvia; Verdon, Margaux; De Seilhac, Margaux; Letailleur, Valentin; Jarry, Anne; Pédron, Annabelle; Guillaume, Thierry; Peterlin, Pierre; Garnier, Alice; Vibet, Marie-Anne; Mougon, Maxence; Le Bourgeois, Amandine; Jullien, Maxime; Jotereau, Francine; Altare, Frédéric",JCI insight,,"Graft-versus-host disease (GvHD) is a life-threatening complication frequently       occurring following allogeneic hematopoietic stem cell transplantation       (allo-HSCT). Since gut microbiota and regulatory T cells (Tregs) are believed to       play roles in GvHD prevention, we investigated whether DP8α Tregs, which we have       previously described to harbor a T cell receptor specificity for the gut       commensal Faecalibacterium prausnitzii, could protect against GvHD, thereby       linking the microbiota and its effect on GvHD. We observed a decrease in CD73+       DP8α Treg frequency in allo-HSCT patients 1 month after transplantation, which       was associated with acute GvHD (aGvHD) development at 1 month after       transplantation, as compared with aGvHD-free patients, without being correlated       to hematological disease relapse. Importantly, CD73 activity was shown to be       critical for DP8α Treg suppressive function. Moreover, the frequency of       host-reactive DP8α Tregs was also lower in aGvHD patients, as compared with       aGvHD-free patients, which could embody a protective mechanism responsible for       the maintenance of this cell subset in GvHD-free patients. We also showed that       human DP8α Tregs protected mice against xenogeneic GvHD through limiting       deleterious inflammation and preserving gut integrity. Altogether, these results       demonstrated that human DP8α Tregs mediate aGvHD prevention in a CD73-dependent       manner, likely through host reactivity, advocating for the use of these cells for       the development of innovative therapeutic strategies to preclude aGvHD-related       inflammation.",2024 Aug 1,JCI Insight,18,9,eng,,2379-3708,,,
d5c8b2fa-5c2b-4c74-934c-dec0551f90b6,8c588cda353131c87f973b6886338c8176734667ec63cbc661fcda2fa23c462b,article,2026-04-22T20:24:35Z,2026-04-23T17:44:49Z,sophie.huebler@utah.edu (Sophie Huebler),,false,,,false,,10.1111/ejh.13642,,33934412,,,European J of Haematology - 2021 - Goeser - Fecal microbiota transfer for refractory intestinal graft%E2%80%90versus%E2%80%90host disease  .pdf,2021,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/d5c8b2fa-5c2b-4c74-934c-dec0551f90b6,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:d5c8b2fa-5c2b-4c74-934c-dec0551f90b6,"Goeser, Felix","Aguilar, Marta Rebeca Cruz",Fecal microbiota transfer for refractory intestinal graft-versus-host disease -       Experience from two German tertiary centers.,"Goeser, Felix; Sifft, Barbara; Stein-Thoeringer, Christoph; Farowski, Fedja; Strassburg, Christian P; Brossart, Peter; Higgins, Paul G; Scheid, Christoph; Wolf, Dominik; Holderried, Tobias A W; Vehreschild, Maria J G T; Aguilar, Marta Rebeca Cruz",European journal of haematology,0902-4441,"RATIONALE: Steroid refractory graft-vs-host disease (sr-GvHD) represents a       challenging complication after allogeneic hematopoietic cell transplantation       (allo-HCT). Intestinal microbiota (IM) diversity and dysbiosis were identified as       influencing factors for the development of acute GvHD. Fecal microbiota transfer       (FMT) is hypothesized to restore IM dysbiosis, but there is limited knowledge       about the significance of FMT in the treatment of sr-GvHD. OBJECTIVES: We studied       the effects of FMT on sr-GvHD in allo-HCT patients from two German tertiary       clinical centers (n = 11 patients; period: March 2017 until July 2019). To assess       safety and clinical efficacy, we analyzed clinical data pre- and post-FMT (day       -14 to +30 relative to FMT). Moreover, IM were analyzed in donor samples and in a       subset of patients pre- and post-FMT by 16S rRNA sequencing. RESULTS: Post-FMT,       we observed no intervention-associated, systemic inflammatory responses and only       minor side effects (5/11 patients: abdominal pain and transformation of       peristalsis-each 3/11 and vomiting-1/11). Stool frequencies and volumes were       significantly reduced [pre- vs post-FMT (d14): P < .05, respectively] as well as       clear attenuation regarding both grading and staging of sr-GvHD was present upon       FMT. Moreover, IM analyses revealed an increase of alpha diversity as well as a       compositional shifts toward the donor post-FMT. CONCLUSIONS: In our study, we       observed positive effects on sr-GVHD after FMT without the occurrence of major       adverse events. Although these findings are in line with published data on       beneficial effects of FMT in sr-GvHD, further randomized clinical studies are       urgently needed to better define the clinical validity including mode of action.",2021 Aug,Eur J Haematol,2,107,eng,,0902-4441,229-245,,
9a051644-764a-47d2-9b7f-5fc6779f92a3,ce19bd9e7a050611968b47521241200f5f3a96cbb2776454d783dca773aa0c95,article,2025-06-12T21:41:49Z,2026-04-22T20:35:41Z,sophie.huebler@utah.edu (Sophie Huebler),2025-08-10T01:12:21Z,true,,,false,,10.1093/cid/cix699,,29020185,PMC5850019,,cix699.pdf,2017,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/9a051644-764a-47d2-9b7f-5fc6779f92a3,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:9a051644-764a-47d2-9b7f-5fc6779f92a3,"Golob, Jonathan L","Fredricks, David N",Stool Microbiota at Neutrophil Recovery Is Predictive for Severe Acute Graft vs Host Disease After Hematopoietic Cell Transplantation,"Golob, Jonathan L; Pergam, Steven A; Srinivasan, Sujatha; Fiedler, Tina L; Liu, Congzhou; Garcia, Kristina; Mielcarek, Marco; Ko, Daisy; Aker, Sarah; Marquis, Sara; Loeffelholz, Tillie; Plantinga, Anna; Wu, Michael C; Celustka, Kevin; Morrison, Alex; Woodfield, Maresa; Fredricks, David N",Clinical Infectious Diseases,1058-4838,"Low alpha diversity in stool microbiota at neutrophil recovery associates with increased severe graft-versus-host disease (GVHD), greater abundance of oral Actinobacteria or Firmicutes, and decreased abundance of intestinal Lachnospiraceae in stool microbiota at neutrophil recovery associated with increased severe GVHD. Graft-versus-host disease (GVHD) is common after allogeneic hematopoietic cell transplantation (HCT). Risk for death from GVHD has been associated with low bacterial diversity in the stool microbiota early after transplant; however, the specific species associated with GVHD risk remain poorly defined. We prospectively collected serial weekly stool samples from 66 patients who underwent HCT, starting pre-transplantation and continuing weekly until 100 days post-transplant, a total of 694 observations in HCT recipients. We used 16S rRNA gene polymerase chain reaction with degenerate primers, followed by high-throughput sequencing to assess the relative abundance of sequence reads from bacterial taxa in stool samples over time. The gut microbiota was highly dynamic in HCT recipients, with loss and appearance of taxa common on short time scales. As in prior studies, GVHD was associated with lower alpha diversity of the stool microbiota. At neutrophil recovery post-HCT, the presence of oral Actinobacteria and oral Firmicutes in stool was positively correlated with subsequent GVHD; Lachnospiraceae were negatively correlated. A gradient of bacterial species (difference of the sum of the relative abundance of positive correlates minus the sum of the relative abundance of negative correlates) was most predictive (receiver operator characteristic area under the curve of 0.83) of subsequent severe acute GVHD. The stool microbiota around the time of neutrophil recovery post-HCT is predictive of subsequent development of severe acute GVHD in this study.",2017,Clin. Infect. Dis.,12,65,eng,Contact?,1058-4838,1984-1991,,
67e43f97-89f6-4d8a-872f-e65731c242bc,e9e3c2615bcb7c0ce916b6e4b5436fc93926e671afcc83ec6feb94f8196e765e,article,2026-04-22T20:24:35Z,2026-04-23T18:03:27Z,sophie.huebler@utah.edu (Sophie Huebler),,false,,,false,,10.26442/00403660.2020.07.000773,,33346444,,,43122-73516-1-PB.pdf,2020,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/67e43f97-89f6-4d8a-872f-e65731c242bc,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:67e43f97-89f6-4d8a-872f-e65731c242bc,"Goloshchapov, O V","Moiseev, I S","[Fecal microbiota transplantation for graft-versus-host disease in children and       adults: methods, clinical effects, safety].","Goloshchapov, O V; Chukhlovin, A B; Bakin, E A; Stanevich, O V; Klementeva, R V; Shcherbakov, A A; Shvetsov, A N; Suvorova, M A; Bondarenko, S N; Kucher, M A; Kulagin, A D; Zubarovskaya, L S; Moiseev, I S",Terapevticheskii arkhiv,0040-3660,"AIM: Was to evaluate clinical efficacy, adverse events and changes in the gut       microbiome after fecal microbiota transplantation (FMT) in patients with       gastrointestinal (GI) form of graft-versus-host disease (GVHD). MATERIALS AND       METHODS: The prospective single-center study in R.M. Gorbacheva institute       included 27 patients with GI GVHD after allogeneic stem cell transplantation. 19       patients received FMT, 8 patients received placebo. Clinical scales for GI       autoimmune diseases were used to evaluate response. Microbiome alterations were       assessed with multiplex PCR. RESULTS: After FMT higher overall bacterial mass       (р=0.00088), higher bacterial numbers ofBifidobacteriumspp. (р=0.021),Escherichia       coli(р=0.049) andBacteroides fragilisgr. (р=0.000043) compared to placebo group.       Also higher bacterial mass was observed in patients with clinical response       (р=0.0057). The bacterial mass after procedure in non-responders was compared to       the placebo group (р=0.31). Partial response of GVHD was achieved faster in the       FMT group compared to placebo (median 4 days vs 48 days,p=0.014). Complete       response was observed in 8 (42%), 14 (74%) and 16 (84%) at 30, 60 and 90 days       respectively, while in the placebo group only 0%, 1 (13%) and 4 (50%) achieved       complete response at the same time points. The incidence and severity of adverse       events was comparable between FMT and the placebo group. CONCLUSION: FMT in       patients with refractory GI GVHD was associated with favorable clinical outcomes       and recovery in certain marker bacterial populations. Multiplex PCR can be used       to assess an engraftment of a donor microbiota. FMT in GI GVHD was not associated       with life-threatening adverse events, but further studies are required to       validate clinical efficacy.",2020 Sep 1,Ter Arkh,7,92,rus,,0040-3660,43-54,,
1e1a72f1-1435-49fe-9985-7ca0aa5bff1a,92d93184407bd61efbc99c47ab4441062dd92d1c4292f45c2363725455c4c094,article,2026-04-22T20:24:35Z,2026-04-22T20:35:41Z,sophie.huebler@utah.edu (Sophie Huebler),,false,,,false,,10.1016/j.clnu.2017.10.005,,29097037,,,,2018,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/1e1a72f1-1435-49fe-9985-7ca0aa5bff1a,,"Gonzales, F","Seguy, D",Better early outcome with enteral rather than parenteral nutrition in children       undergoing MAC allo-SCT.,"Gonzales, F; Bruno, B; Fuentes, M Alarcón; De Berranger, E; Guimber, D; Behal, H; Gandemer, V; Spiegel, A; Sirvent, A; Yakoub-Agha, I; Nelken, B; Duhamel, A; Seguy, D","Clinical nutrition (Edinburgh, Scotland)",0261-5614,"There is no consensus on the type of nutritional support to introduce in children       undergoing allogeneic stem cell transplantation (allo-SCT) after myeloablative       conditioning (MAC). This retrospective, multicenter, observational study compared       the early administration of enteral nutrition (EN group, n = 97) versus       parenteral nutrition (PN group, n = 97) in such patients with matching for       important covariates. The primary endpoint was the study of day 100 overall       mortality. The early outcome at day 100 was better in EN group regarding       mortality rate (1% vs. 13%; p = 0.0127), non relapse mortality (1% vs. 7%;       p = 0.066), acute GVHD grades II-IV (37% vs. 54%; p = 0.0127), III-IV (18% vs.       34%; p = 0.0333) and its gut localization (16% vs. 32%; p = 0.0136). Platelet       engraftment was better in EN group than in PN group for the threshold of 20 G/L       (97% vs. 80% p < 0.0001) and 50 G/L (92% vs. 78%, p < 0.0001). The length of stay       was shorter in EN group (28 vs. 52 days, p < 0.0001). There were no differences       between the two groups regarding the polynuclear neutrophil engraftment,       infection rate or mucositis occurrence. These results suggest that, in children       undergoing MAC allo-SCT, PN should be reserved to the only cases when up-front EN       is insufficient or impossible to perform.",2018 Dec,Clin Nutr,6,37,eng,,0261-5614,2113-2121,,
e28c920b-a4a8-4eb4-a60f-76cf31d44002,c08bb95e5a78d741976e8ee90d1e76d710f2eb6c11a95d9a3caf5eab12b068cc,article,2026-04-22T20:24:35Z,2026-04-23T17:12:31Z,sophie.huebler@utah.edu (Sophie Huebler),,false,,,false,,10.1016/j.ijid.2025.108117,,41077329,,,1-s2.0-S120197122500339X-main.pdf,2025,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/e28c920b-a4a8-4eb4-a60f-76cf31d44002,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:e28c920b-a4a8-4eb4-a60f-76cf31d44002,"González-Rico, Claudia","Fariñas, María Carmen",Changes in the bacterial profile and diversity of the gut microbiota in       allogeneic hematopoietic stem cell transplant recipients.,"González-Rico, Claudia; Hernández, Marta; Rodríguez-Grande, Jorge; Fernández-Luis, Sara; Rodríguez, Arancha Bermúdez; González-Huerta, Ana Julia; Velasco, Eugenia Llaneza; López, Lourdes Vázquez; García, Inmaculada García; Revillas, Francisco Arnaiz de Las; Fariñas-Álvarez, Concepción; Montes, Jorge Calvo; Ocampo-Sosa, Alain; Fernández-Martínez, Marta; Fariñas, María Carmen",International journal of infectious diseases : IJID : official publication of the       International Society for Infectious Diseases,1201-9712,"OBJECTIVES: Allogeneic hematopoietic stem cell transplantation (allo-HSCT) is       associated with significant alterations in gut microbiota (GM) composition,       affecting transplant success. This study aimed to correlate these GM changes with       post-transplant (post-HSCT) outcomes. METHODS: A prospective multicentre cohort       study was conducted between June 2017 and December 2021 in three Spanish       hospitals. Stool samples from allo-HSCT recipients were collected before HSCT,       and at 14-, 30-, 60-, and 100-days post-HSCT. Bacterial 16S rRNA gene sequences       were characterized and microbial diversity assessed. RESULTS: Analysis of 409       samples from 95 patients revealed significant longitudinal GM shifts. Alpha       diversity significantly decreased at days 14 (P < 0.001), 30 (P < 0.001), and 60       (P = 0.002) compared to baseline. A distinct shift in dominant taxonomic profiles       was observed, notably a significant decrease in Blautia abundance (P < 0.001).       Patients with acute gastrointestinal graft-versus-host disease (GI-GVHD) (P =       0.009), bacteraemia (P = 0.014), or death (P < 0.001) exhibited significantly       lower Blautia levels. LEfSe analysis identified 22 differential taxa between       deceased and surviving patients; the former showed higher abundance of potential       pathogens such as Enterococcus_H (P = 0.026), Enterococcus_A (P = 0.019), and       Staphylococcus (P = 0.009). CONCLUSIONS: Significant variations in the GM's       taxonomic profiles and relative abundances post-HSCT, particularly the decrease       in Blautia and the increase in certain pathogens, are associated with poorer       clinical outcomes.",2025 Dec,Int J Infect Dis,,161,eng,,1201-9712,108117,,
57193805-7268-4001-bf93-197e0b162f96,734daa82892c516a10b87670578d6032a5bed2096a941db1bfa9dc12fe813407,article,2026-04-22T20:24:35Z,2026-04-23T18:03:23Z,sophie.huebler@utah.edu (Sophie Huebler),,false,,,false,,10.3324/haematol.2019.240309,,33054103,,,10014-Article Text-73151-2-10-20201020.pdf,2020,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/57193805-7268-4001-bf93-197e0b162f96,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:57193805-7268-4001-bf93-197e0b162f96,"Gooptu, Mahasweta","Koreth, John",Translational and clinical advances in acute graft-versus-host disease.,"Gooptu, Mahasweta; Koreth, John",Haematologica,0390-6078,"Acute graft-versus-host disease (aGvHD) is induced by immunocompetent       alloreactive T lymphocytes in the donor graft responding to polymorphic and       non-polymorphic host antigens and causing inflammation in primarily the skin,       gastrointestinal tract and liver. aGvHD remains an important toxicity of       allogeneic transplantation, and the search for better prophylactic and       therapeutic strategies is critical to improve transplant outcomes. In this       review, we discuss the significant translational and clinical advances in the       field which have evolved based on a better understanding of transplant       immunology. Prophylactic advances have been primarily focused on the depletion of       T lymphocytes and modulation of T-cell activation, proliferation, effector and       regulatory functions. Therapeutic strategies beyond corticosteroids have focused       on inhibiting key cytokine pathways, lymphocyte trafficking, and immunologic       tolerance. We also briefly discuss important future trends in the field, the role       of the intestinal microbiome and dysbiosis, as well as prognostic biomarkers for       aGvHD which may improve stratification-based application of preventive and       therapeutic strategies.",2020 Nov 1,Haematologica,11,105,eng,,0390-6078,2550-2560,,
867b139c-3676-4eef-b35d-b74ede9cf146,a2f8b4e0ea86189ede00c2ad3adeb5e97125730bc01c1f1b29be60f314a0985e,article,2026-04-22T20:24:35Z,2026-04-23T18:27:33Z,sophie.huebler@utah.edu (Sophie Huebler),,false,,,false,,10.1111/ctr.12947,,28256022,,,Clinical Transplantation - 2017 - Gorshein - Lactobacillus rhamnosus GG probiotic enteric regimen does not appreciably.pdf,2017,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/867b139c-3676-4eef-b35d-b74ede9cf146,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:867b139c-3676-4eef-b35d-b74ede9cf146,"Gorshein, Elan","Strair, Roger",Lactobacillus rhamnosus GG probiotic enteric regimen does not appreciably alter       the gut microbiome or provide protection against GVHD after allogeneic       hematopoietic stem cell transplantation.,"Gorshein, Elan; Wei, Catherine; Ambrosy, Susan; Budney, Shanna; Vivas, Juliana; Shenkerman, Angelika; Manago, Jacqueline; McGrath, Mary Kate; Tyno, Anne; Lin, Yong; Patel, Vimal; Gharibo, Mecide; Schaar, Dale; Jenq, Robert R; Khiabanian, Hossein; Strair, Roger",Clinical transplantation,0902-0063,"Graft-versus-host disease (GVHD) is a major adverse effect associated with       allogeneic stem cell transplant. Previous studies in mice indicated that       administration of the probiotic Lactobacillus rhamnosus GG can reduce the       incidence of GVHD after hematopoietic stem cell transplant. Here we report       results from the first randomized probiotic enteric regimen trial in which       allogenic hematopoietic stem cell patients were supplemented with Lactobacillus       rhamnosus GG. Gut microbiome analysis confirmed a previously reported gut       microbiome association with GVHD. However, the clinical trial was terminated when       interim analysis did not detect an appreciable probiotic-related change in the       gut microbiome or incidence of GVHD. Additional studies are necessary to       determine whether probiotics can alter the incidence of GVHD after allogeneic       stem cell transplant.",2017 May,Clin Transplant,5,31,eng,,0902-0063,,,
58f0e029-8fd8-475e-95c1-55471de1f21e,e2c55ceb7e6b0fad4aa188467cbc1b8d0217d5161f72890dd37eed4db6b93bd8,article,2026-04-22T20:24:35Z,2026-04-23T18:20:48Z,sophie.huebler@utah.edu (Sophie Huebler),,false,,,false,,10.3389/fimmu.2018.00941,,29755481,,,"pmc.ncbi.nlm.nih.gov 4/23/2026, 12:20:34 PM.pdf",2018,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/58f0e029-8fd8-475e-95c1-55471de1f21e,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:58f0e029-8fd8-475e-95c1-55471de1f21e,"Górski, Andrzej","Borysowski, Jan","""Phage Transplantation in Allotransplantation"": Possible Treatment in       Graft-Versus-Host Disease?","Górski, Andrzej; Jończyk-Matysiak, Ewa; Międzybrodzki, Ryszard; Weber-Dąbrowska, Beata; Borysowski, Jan",Frontiers in immunology,1664-3224,"Graft-versus-host disease, both acute and chronic (aGvHD, cGvHD) remains a major       complication in patients undergoing hematopoietic cell transplantation (HCT) and       a significant therapeutic challenge, as many patients do not respond adequately       to presently available therapy. Increasing antimicrobial resistance has greatly       revived interest in using bacterial viruses (phages) to combat       antibiotic-resistant bacteria. In recent years, evidence has accumulated       indicating that phages also have anti-inflammatory and immunomodulatory       activities. This article suggests how these anti-bacterial and immunomodulatory       activities of phages may be translated into a novel treatment of acute GvHD.",2018,Front Immunol,,9,eng,,1664-3224,941,,
