qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
0266b37dda69c8fd306c9e0ee679e583	NR_181382.1	100	253	0	0	1	253	490	742	9.399999999999997e-132	468
02a1365d97b536fd222296287de73535	NR_113231.1	98.024	253	5	0	1	253	515	767	2.0499999999999997e-123	440
02b4317d07dfa2d4bcf0b885431ba6ce	NR_171444.1	100	253	0	0	1	253	469	721	9.399999999999997e-132	468
02b9e86723eb56d5c3607c6cc055714f	NR_179499.1	96.838	253	8	0	1	253	530	782	2.0599999999999994e-118	424
02db09efa7c46a21be5fadc51cb17dd8	NR_025796.1	88.538	253	29	0	1	253	489	741	2.1699999999999997e-83	307
02fb290b2fd9400b7cb2296a44640ae4	NR_074376.1	98.024	253	5	0	1	253	539	791	2.0499999999999997e-123	440
02fc1f455a4d4d1a851b3752eef338d4	NR_028812.1	100	253	0	0	1	253	464	716	9.399999999999997e-132	468
030e9f546dc8475a2502f2e316d6408e	NR_156911.1	96.047	253	10	0	1	253	519	771	4.469999999999999e-115	412
03321efea708182df63fb5d50d71c806	NR_104911.1	86.694	248	31	2	7	253	490	736	2.1999999999999997e-73	274
034061db75629f2f71b16186302a7e44	NR_147398.1	100	252	0	0	1	252	519	770	3.369999999999999e-131	466
036b9f4a09e271ad260bb98c157763ea	NR_179418.1	90.551	254	22	2	1	253	519	771	9.939999999999998e-92	335
037c6598dae507bf0a290e63c6822b65	NR_181387.1	92.49	253	19	0	1	253	472	724	4.5599999999999994e-100	363
0396602d92ed3259e0e0a0620c5cf2ce	NR_173659.1	88.672	256	22	7	1	252	522	774	7.759999999999999e-83	305
03b10adc566e93d23372c71edcf48b34	NR_029355.1	100	253	0	0	1	253	500	752	9.399999999999997e-132	468
03c753a32640914e366ddc2045f7f9fd	NR_125464.1	88.976	254	26	2	1	253	495	747	4.659999999999999e-85	313
03d0319e5420b1360552b439576b2fd1	NR_118128.1	99.605	253	1	0	1	253	342	594	4.369999999999999e-130	462
04160ba54c21aeed9435ec51e581ac46	NR_113151.1	98.419	253	4	0	1	253	526	778	4.3999999999999994e-125	446
04436da98c3d50a805b2dfe2bafa8327	NR_121686.1	99.209	253	2	0	1	253	516	768	2.0299999999999994e-128	457
04645342dcaccc29b2078b063aec6f81	NR_113411.1	97.628	253	6	0	1	253	529	781	9.53e-122	435
04aa5161aead647ecb3441600cf0f995	NR_144611.1	93.281	253	17	0	1	253	453	705	2.1099999999999996e-103	374
04ac48241737d4f02b898a69df0b7cd8	NR_179391.1	98.024	253	5	0	1	253	500	752	2.0499999999999997e-123	440
04c3ebabfd8b282c9f32296840ffb8b3	NR_118692.1	99.605	253	1	0	1	253	481	733	4.369999999999999e-130	462
04c94959dde054c07f59ebf4c9c46127	NR_180620.1	99.605	253	1	0	1	253	506	758	4.369999999999999e-130	462
04ca162b3dd2dc7f483ab3503bc605c3	NR_029164.1	99.603	252	1	0	1	252	542	793	1.5699999999999994e-129	460
04edaa963304c466674c30f9f9bb087e	NR_113140.1	100	252	0	0	1	252	487	738	3.369999999999999e-131	466
04f1bdf33ce9663753af8b59a7fc1746	NR_157620.1	85.882	255	32	4	1	253	486	738	1.0199999999999998e-71	268
04fd367b2a07117063ec81971f721476	NR_125677.1	88.976	254	26	2	1	253	514	766	4.659999999999999e-85	313
05040536cfc19e338f18624893c4bbdd	NR_179619.1	100	253	0	0	1	253	540	792	9.399999999999997e-132	468
05268e3c278d4ee6d0f825e5bcfb5198	NR_027573.1	99.603	252	1	0	1	252	471	722	1.5699999999999994e-129	460
052ed87a5bce8789c20b59effda065d6	NR_133038.1	100	253	0	0	1	253	518	770	9.399999999999997e-132	468
0581c8cf7f34507498eb3d454ae42b69	NR_118670.1	98.024	253	5	0	1	253	525	777	1.2199999999999998e-125	448
0591add78a507f555e94a8a11bdc5477	NR_181263.1	97.628	253	6	0	1	253	502	754	9.53e-122	435
05a5fd28f8d722854393a59ba180f256	NR_173632.1	95.257	253	12	0	1	253	469	721	9.669999999999997e-112	401
05bfa1da31a86dc512fa35829caf7229	NR_136443.1	86.275	255	32	3	1	254	489	741	2.2099999999999996e-73	274
05dbbf0301a9625e1f1a41470a92f7fe	NR_179135.1	100	253	0	0	1	253	499	751	9.399999999999997e-132	468
05ff375f501b831cdc28113494f487b1	NR_104907.1	96.063	254	8	2	1	253	484	736	4.469999999999999e-115	412
062af4150edf14596b41e7582c83e32e	NR_181387.1	92.913	254	16	2	1	253	472	724	9.799999999999998e-102	368
0633a658ce79a628c89c1bb3f4f9582d	NR_025025.1	92.49	253	19	0	1	253	501	753	1.2699999999999998e-100	364
06462ab88d68d61b0026c5981fa6fa58	NR_044972.1	93.701	254	14	2	1	253	502	754	4.529999999999999e-105	379
068431fceb31946cf34ff1a6f5796269	NR_041343.1	99.605	253	1	0	1	253	528	780	4.369999999999999e-130	462
06afe41acae6c503b433aa35ad7a6453	NR_199417.1	99.605	253	1	0	1	253	510	762	4.369999999999999e-130	462
06f825b512d903b9230e1a55d87359ee	NR_165747.1	100	252	0	0	1	252	512	763	3.369999999999999e-131	466
06f914aa48faf9865c93c30e6e8deacd	NR_180833.1	96.047	253	10	0	1	253	505	757	4.469999999999999e-115	412
0701783a3ed4a4eaf1b6620eb707f02e	NR_197730.1	97.628	253	6	0	1	253	480	732	9.53e-122	435
0713dc040312c2fcb904360b44d05c8d	NR_199906.1	98.024	253	5	0	1	253	522	774	2.0499999999999997e-123	440
07306360d329e988d32ad93b3a9a55a9	NR_027573.1	99.603	252	1	0	1	252	471	722	1.5699999999999994e-129	460
07360348a102a9ec0b048413a52dab65	NR_074515.1	99.605	253	1	0	1	253	538	790	4.369999999999999e-130	462
07699fa14cb8970eee5e8dda19dd5dbe	NR_180800.1	100	253	0	0	1	253	515	767	9.399999999999997e-132	468
078e0fd51a7d5e5b908328591895ba58	NR_133689.1	86.047	258	26	8	1	253	460	712	1.0199999999999998e-71	268
079df1f30d4e73baeaa54a7cd88d668c	NR_044972.1	94.882	254	11	2	1	253	502	754	4.4999999999999995e-110	396
07b148ebe6cc2c05b1faa8d187c51114	NR_074436.1	97.628	253	6	0	1	253	495	747	9.53e-122	435
07c12b6798d5d42cae24bacb642110ee	NR_125677.1	88.583	254	27	2	1	253	514	766	2.1699999999999997e-83	307
07dac7a2682d65ca2a99ab0f6a50b347	NR_179559.1	96.443	253	9	0	1	253	502	754	9.599999999999999e-117	418
07ee04138b62894d0c890f548475b212	NR_189245.1	90.476	252	24	0	2	253	534	785	3.58e-91	333
07fd07dd51656c573c86bc3e274ed291	NR_112935.1	98.814	253	3	0	1	253	526	778	9.459999999999998e-127	451
07fd92a29ce27a31f4d95c6821595530	NR_173596.1	99.606	254	0	1	1	253	469	722	4.369999999999999e-130	462
082141bf0c475620ca2f0b84ef4c260c	NR_144749.1	100	252	0	0	1	252	517	768	3.369999999999999e-131	466
088ffa18748594532a4b153f8dc5092b	NR_180833.1	96.063	254	8	2	1	253	505	757	4.469999999999999e-115	412
08bd43071a06abf56df235fca6655bea	NR_036777.1	99.209	253	2	0	1	253	501	753	5.659999999999998e-129	459
08c53fdf2c7b879ac5e38d5730b65fd9	NR_181383.1	89.02	255	25	3	1	253	478	731	4.659999999999999e-85	313
08e78f74d2109bad6845fd1a904cb7a8	NR_199417.1	99.209	253	2	0	1	253	510	762	2.0299999999999994e-128	457
08e99f06801c5a0f0d4f663b4597898d	NR_137405.1	96.838	253	8	0	1	253	475	727	2.0599999999999994e-118	424
08eba18fc9aa967e5e29f20ee5041a60	NR_179494.1	100	253	0	0	1	253	520	772	9.399999999999997e-132	468
092d370c016a86bbee977073d88ac43e	NR_118692.1	97.233	253	7	0	1	253	481	733	4.429999999999999e-120	429
093a62dd3c91d9112423cc01082db323	NR_118670.1	95.652	253	11	0	1	253	525	777	1.2399999999999998e-115	414
093dbb4b647e686e7baf6831c0e97ed7	NR_178281.1	98.419	253	4	0	1	253	508	760	4.3999999999999994e-125	446
094fee2d142674cbe79b1e7d46a1b532	NR_042007.1	99.605	253	1	0	1	253	513	765	4.369999999999999e-130	462
095736ed5bf31c896dac63e6ed17564e	NR_113078.1	90.079	252	25	0	1	252	527	778	1.6599999999999995e-89	327
0999f4e86c94093f74e23b12501455f8	NR_115189.1	100	252	0	0	1	252	499	750	3.369999999999999e-131	466
09ba0dcc9d08747a09b3a4ec08c8d529	NR_118779.1	99.605	253	0	1	1	252	496	748	1.5699999999999994e-129	460
09d981dc93a29f773c4d5167829257ec	NR_179329.1	95.652	253	11	0	1	253	497	749	2.0799999999999995e-113	407
09e996f449e880d1fd8f27d59e8d8b11	NR_113332.1	100	253	0	0	1	253	532	784	9.399999999999997e-132	468
0a035a7ec1f4a194dd7fbda3c5660db0	NR_180797.1	96.838	253	8	0	1	253	514	766	2.0599999999999994e-118	424
0a39f269a92286a2fc485a177298da7a	NR_179587.1	96.838	253	8	0	1	253	496	748	2.0599999999999994e-118	424
0a3cf58d4ca062c13d42c9db4ebcbc53	NR_177904.1	87.795	254	27	4	2	253	456	707	1.6899999999999996e-79	294
0a59e26fc8d817c80f3019bb91d71650	NR_180148.1	91.7	253	21	0	1	253	520	772	9.869999999999998e-97	351
0a68ec564e278b0246c920ad7de41880	NR_041960.1	99.606	254	0	1	1	253	390	643	4.369999999999999e-130	462
0a6b9615944301a29e20464d2ebb5ae1	NR_113231.1	96.047	253	10	0	1	253	515	767	4.469999999999999e-115	412
0a6e2720ae81d4d15aede4044d72fb6d	NR_028883.1	99.213	254	1	1	1	253	394	647	2.0299999999999994e-128	457
0a77223390bdcb60a93ae6d93fdbbef5	NR_179430.1	98.419	253	4	0	1	253	519	771	4.3999999999999994e-125	446
0a77734fceb66f64f10643c12f7f3d4a	NR_044490.1	92.157	255	16	4	1	253	520	772	2.1199999999999995e-98	357
0a8849a56501899fccb6a1ae08c1d306	NR_181384.1	89.02	255	24	4	1	253	418	670	4.659999999999999e-85	313
0ac4820d19fc4dfbe62663def78c840d	NR_181383.1	94.488	254	13	1	1	253	478	731	2.0899999999999995e-108	390
0aefb8063eaab894e5c4aa6ed1ece00c	NR_114789.1	94.071	253	15	0	1	253	515	767	9.739999999999998e-107	385
0b4aeb45916a24fd10e3655fe6481966	NR_181386.1	93.676	253	16	0	1	253	474	726	4.529999999999999e-105	379
0b53415990b1e4435ba981cc617f6be0	NR_156081.1	96.443	253	9	0	1	253	504	756	9.599999999999999e-117	418
0b5d94e19d6e9b3acd4bdeaa7a53ae0a	NR_036800.1	99.605	253	1	0	1	253	494	746	4.369999999999999e-130	462
0b6eb991173d34102892489e05ecb868	NR_144749.1	97.233	253	5	2	1	252	517	768	1.5899999999999995e-119	427
0b9bfdf64ae4d75efe841e54d6d5682f	NR_134781.1	100	252	0	0	1	252	506	757	3.369999999999999e-131	466
0ba1ab35f26bdef177c3341940c34c34	NR_179499.1	97.233	253	7	0	1	253	530	782	4.429999999999999e-120	429
0ba92b5d91ba43524ebc6ea1ae7c5a73	NR_180815.1	98.024	253	5	0	1	253	518	770	2.0499999999999997e-123	440
0bae11e18b7d5b6f905fcb2cecf94bcf	NR_125677.1	90.196	255	21	4	1	253	514	766	4.6299999999999995e-90	329
0bc347b27ef8164a35a14e6c0ef8fdef	NR_178281.1	98.419	253	4	0	1	253	508	760	4.3999999999999994e-125	446
0bda1f28a4db470d885740af6b66cf7d	NR_119284.1	90.234	256	19	5	1	253	644	896	4.6299999999999995e-90	329
0be2b2840d439b1b8548e8010f8310e5	NR_181401.1	97.619	252	6	0	1	252	471	722	3.409999999999999e-121	433
0bfe3e07bb0367941c03b089ed7f0b48	NR_137408.1	99.206	252	2	0	1	252	458	709	7.279999999999998e-128	455
0c353afb37281112ad6464704eafcb8a	NR_197643.1	96.047	253	10	0	1	253	497	749	4.469999999999999e-115	412
0c410683e68edf42337559941e5d3018	NR_180617.1	95.294	255	8	4	1	253	505	757	9.669999999999997e-112	401
0c76fab4520cc9c8a911b65955100ec2	NR_181403.1	97.628	253	6	0	1	253	416	668	9.53e-122	435
0c786d6e45f507c4b2a45db58952b19d	NR_163613.1	96.825	252	8	0	1	252	508	759	7.389999999999998e-118	422
0cc3c26ddebcef18d10aed9060726512	NR_197730.1	94.862	253	13	0	1	253	480	732	4.4999999999999995e-110	396
0d14e4870170881211605c879316beca	NR_144748.1	92.49	253	17	2	1	252	503	754	1.6299999999999996e-99	361
0d3cf7d22c6c91ede4b106c27d5a53c7	NR_179547.1	95.257	253	12	0	1	253	515	767	9.669999999999997e-112	401
0d77161914f3bdc5c630086b9057d180	NR_136788.1	90.119	253	25	0	1	253	527	779	4.6299999999999995e-90	329
0d7e445061fae7f4701ed94c8d25904c	NR_158111.1	94.071	253	14	1	1	253	517	768	3.499999999999999e-106	383
0dcf5023e96fb8175d7bf02d900c9dd1	NR_104907.1	93.676	253	16	0	1	253	484	736	4.529999999999999e-105	379
0df6c802966e8670279671824da4f10a	NR_075051.2	100	253	0	0	1	253	563	815	9.399999999999997e-132	468
0e226d197c2f253bcee5f15026512f90	NR_157642.1	100	253	0	0	1	253	469	721	9.399999999999997e-132	468
0e2573348777e55615736ca01785b7b4	NR_181407.1	100	253	0	0	1	253	523	775	9.399999999999997e-132	468
0e29c6a607cd9775f4b3d7c2bace66cb	NR_189194.1	98.419	253	4	0	1	253	502	754	4.3999999999999994e-125	446
0e2d370f860f8262fe2d1fd778dd030f	NR_104996.1	100	254	0	0	1	254	493	746	2.6199999999999993e-132	470
0e3e4513e61848ed7e032f1ddbc6f42e	NR_180797.1	88.583	254	27	2	1	253	514	766	2.1699999999999997e-83	307
0e8f5aa986cf46716c0f120cda775192	NR_074634.1	99.605	253	1	0	1	253	518	770	4.369999999999999e-130	462
0ed3a6836e138f14044f6950ad7280d2	NR_104896.1	100	253	0	0	1	253	485	737	9.399999999999997e-132	468
0ede181cba719902c5e1fa933644b97e	NR_178465.1	100	253	0	0	1	253	475	727	9.399999999999997e-132	468
0f1d55c5fa496787349f2fc7f2c30b5b	NR_179667.1	86.111	252	35	0	1	252	527	778	7.87e-73	272
0f2f9561a2b9afda00f0d4caf7c30c93	NR_179434.1	97.233	253	7	0	1	253	517	769	4.429999999999999e-120	429
0f603a9018080b298f6f858569d3b3e2	NR_044972.1	94.862	253	13	0	1	253	502	754	4.4999999999999995e-110	396
0f7b183901acd60418685b4fe37472c7	NR_112900.1	100	253	0	0	1	253	512	764	9.399999999999997e-132	468
0fcb93c8f4cca6f580ad7877dead8b20	NR_178367.1	100	253	0	0	1	253	496	748	9.399999999999997e-132	468
0fd3f2bc5dd12267895d8c0cee298149	NR_180132.1	84.19	253	40	0	1	253	519	771	4.79e-65	246
0fd672291b9b2013b63d4b3ab74a11a2	NR_118325.1	85.098	255	34	4	1	253	141	393	2.2099999999999994e-68	257
0fdf200365a089eb64030af28ba72947	NR_147396.1	97.628	253	6	0	1	253	496	748	9.53e-122	435
100586eeb545e5c8a1f603d389eed806	NR_179388.1	98.814	253	3	0	1	253	503	755	9.459999999999998e-127	451
102ad090fc3bd5a5ef0b821fa637b87e	NR_117139.2	99.209	253	2	0	1	253	514	766	2.0299999999999994e-128	457
1063e92b4acc17f22a826d2c79da73b9	NR_180969.1	98.419	253	4	0	1	253	514	766	4.3999999999999994e-125	446
107273e73071282e4d0f4a0b46548da5	NR_136831.1	100	253	0	0	1	253	475	727	9.399999999999997e-132	468
107f3ee123b31e25f7263b397640a97b	NR_147406.1	96.471	255	5	2	1	253	518	770	9.599999999999999e-117	418
10810b514d12c719f6e79cc65159427c	NR_165727.1	99.213	254	2	0	1	254	529	782	5.679999999999998e-129	459
109d26032039d70be6892f6d63c38af4	NR_025670.1	96.838	253	8	0	1	253	500	752	2.0599999999999994e-118	424
10ae744ae5f523644bab32e017a02cd0	NR_180048.1	97.233	253	7	0	1	253	506	758	4.429999999999999e-120	429
10d22a5b7973f88cbd71cac79cb7b92b	NR_147396.1	98.031	254	4	1	1	254	496	748	2.0599999999999997e-123	440
10dba3e01f064b455be88673e8822222	NR_181397.1	96.85	254	6	2	1	253	471	723	2.0599999999999994e-118	424
10dc8081a67025c9efc289a26a0c5444	NR_036928.1	85.827	254	33	3	1	252	501	753	3.659999999999999e-71	267
10e51791c8dee561db8251780cf9ef0d	NR_104911.1	85.542	249	32	4	7	253	490	736	2.2099999999999994e-68	257
10e5d577b3994af95223fba4a16a69d5	NR_181384.1	90.945	254	21	2	1	253	418	670	2.1399999999999995e-93	340
11401ee29264e6f60b65371a2601cd07	NR_153710.1	90.079	252	25	0	2	253	531	782	1.6599999999999995e-89	327
1144ab720ed4162e036b61b3de9efcc4	NR_144749.1	98.81	252	3	0	1	252	517	768	3.389999999999999e-126	449
114c6dbf1706684e3620b97eac16d7b7	NR_181401.1	97.619	252	6	0	1	252	471	722	3.409999999999999e-121	433
119eea33cb9f505d6a20297d132e792a	NR_179587.1	100	253	0	0	1	253	496	748	9.399999999999997e-132	468
11b0db45f1a9345f4725b4286c6a84eb	NR_042007.1	99.605	253	1	0	1	253	513	765	4.369999999999999e-130	462
11b7d5a0dd0446562be236a4a9144c75	NR_200000.1	96.443	253	9	0	1	253	472	724	9.599999999999999e-117	418
11de99ac1dd449dd581d002be91f4d46	NR_158111.1	95.257	253	11	1	1	253	517	768	3.479999999999999e-111	399
11f0558dca37009cbf1a6083b0b658e5	NR_174258.1	100	253	0	0	1	253	525	777	9.399999999999997e-132	468
1209f3e3134fac6983b31d37d200c282	NR_029160.1	95.652	253	11	0	1	253	461	713	2.0799999999999995e-113	407
121cc0dc6705f8f99957c2618417c563	NR_029313.1	91.7	253	19	2	1	252	531	782	3.539999999999999e-96	350
121d7cb4f0da016686dd3e6254c73e2b	NR_144617.1	97.628	253	6	0	1	253	508	760	9.53e-122	435
124e7c3f8ec418d9e4074139df640953	NR_041277.1	99.209	253	2	0	1	253	527	779	2.0299999999999994e-128	457
12596212f81c470bb18586314a5ea8e2	NR_044022.2	95.257	253	12	0	1	253	517	769	9.669999999999997e-112	401
12615dfed222d35c1582cbd6cef48013	NR_173632.1	96.443	253	9	0	1	253	469	721	9.599999999999999e-117	418
1264048e025f0751e6c14b6159b518f9	NR_115693.1	92.52	254	17	2	1	253	611	863	4.5599999999999994e-100	363
12695f12ae8b1210e9d3acf090b554e3	NR_112097.1	100	253	0	0	1	253	529	781	9.399999999999997e-132	468
12a03314d3e165f50900221888428609	NR_104846.1	99.605	253	1	0	1	253	456	708	4.369999999999999e-130	462
12acef5e0eba782d45fe9f038a99bf7b	NR_179559.1	93.676	253	15	1	1	252	502	754	1.6199999999999994e-104	377
12cc4c8a5d46fec0b6738bfe7c6c8a08	NR_041307.1	99.605	253	1	0	1	253	522	774	4.369999999999999e-130	462
12d16279c133022af97ac213b5b700ae	NR_180617.1	94.862	253	13	0	1	253	505	757	4.4999999999999995e-110	396
12f9203b937a20a91b08aab804b28cd9	NR_041960.1	97.638	254	5	1	1	253	390	643	9.53e-122	435
130d8a90059c89d7d3fd16002f8725cd	NR_156911.1	96.443	253	9	0	1	253	519	771	9.599999999999999e-117	418
13518e93a6374e94d165120733b457b2	NR_179661.1	92.885	253	18	0	1	253	513	765	9.799999999999998e-102	368
139e832c69fb177d68bb0f5cb8594845	NR_118516.1	99.605	253	1	0	1	253	481	733	4.369999999999999e-130	462
139f3606221ee22a0da037f401753c11	NR_118558.1	100	253	0	0	1	253	495	747	9.399999999999997e-132	468
13afc120695e6644b50964b83fb1cb2b	NR_158113.1	94.094	254	14	1	1	254	499	751	9.779999999999999e-107	385
13c1b2a8c491cf3fba2fa50e45717450	NR_147392.1	100	252	0	0	1	252	514	765	3.369999999999999e-131	466
13d71cf98eff2dd4c01db78545020d68	NR_173688.1	99.209	253	2	0	1	253	489	741	2.0299999999999994e-128	457
13e5e67a2599db5c3cdfa82c4c9ea6fd	NR_179330.1	95.652	253	11	0	1	253	497	749	2.0799999999999995e-113	407
13fc0b9ffa1b7ab911741696d8a8b8eb	NR_197731.1	93.701	254	15	1	1	254	474	726	4.549999999999999e-105	379
140fa3b3ffb1ba104d9785637b71aa34	NR_199939.1	88.933	253	28	0	1	253	500	752	4.659999999999999e-85	313
14300451bcb2ba99700f6f6ae5df0e10	NR_180800.1	99.605	253	1	0	1	253	515	767	4.369999999999999e-130	462
143370e10dab7fdbcbdeda0f8b19658a	NR_189244.1	92.095	253	20	0	1	253	533	785	2.1199999999999995e-98	357
1436c0e7ff9b78c003a5ca69e540256d	NR_113328.1	99.605	253	1	0	1	253	525	777	4.369999999999999e-130	462
149465e40c1bdbc6230588a58a4d6eb0	NR_145929.1	95.669	254	10	1	1	253	490	743	2.0799999999999995e-113	407
14d0b1f261e4f68be76e1991a3957717	NR_117139.2	99.605	253	1	0	1	253	514	766	4.369999999999999e-130	462
14d0d57ff9ee90927a8c2ea4bc946ba0	NR_133038.1	99.605	253	1	0	1	253	518	770	4.369999999999999e-130	462
151304aa50d745e91611006b6ca83d1f	NR_176506.1	99.603	252	1	0	1	252	508	759	1.5699999999999994e-129	460
151dc3710be852488064098205bb884f	NR_199999.1	98.814	253	3	0	1	253	472	724	9.459999999999998e-127	451
151e80a819d2fd66ef0421ef27df15a2	NR_026312.1	97.628	253	6	0	1	253	495	747	9.53e-122	435
1541faf3a457cc8cc05b01ce30983449	NR_200006.1	99.603	252	1	0	1	252	526	777	1.5699999999999994e-129	460
15615a52b57a5edac2ccd38013dda6ec	NR_152059.1	94.841	252	13	0	1	252	443	694	1.6099999999999996e-109	394
1569f7ae988e26c905ab8fab427c8a0d	NR_026111.1	100	252	0	0	1	252	533	784	3.369999999999999e-131	466
156b797d00a988d6287fcafc06a6c55b	NR_170495.1	97.628	253	6	0	1	253	523	775	9.53e-122	435
1574329397daea2bd9463cd81235ba46	NR_158113.1	96.457	254	8	1	1	254	499	751	9.639999999999999e-117	418
15921af347ccca30b44239987a068e2e	NR_144704.1	99.605	253	1	0	1	253	439	691	4.369999999999999e-130	462
15b5966398a85e5c75501ad243691dfc	NR_117130.1	97.628	253	6	0	1	253	515	767	9.53e-122	435
15c2c20a50c95b2207e346afefdfbeb4	NR_179426.1	96.047	253	10	0	1	253	520	772	4.469999999999999e-115	412
15cfeb62055743aacb7f78e9aa86accd	NR_026312.1	96.838	253	8	0	1	253	495	747	2.0599999999999994e-118	424
15d12ea026875e1de0c73db46ca3e5c8	NR_180833.1	99.209	253	2	0	1	253	505	757	2.0299999999999994e-128	457
15e84b59bb3ecfc03841527959e88b2a	NR_041960.1	99.213	254	1	1	1	253	390	643	2.0299999999999994e-128	457
1619b48906d097d8c3a8af893250385b	NR_026102.1	89.764	254	25	1	1	254	483	735	2.1599999999999996e-88	324
1636df577567be4aadea8383b4af2b86	NR_181879.1	89.412	255	21	5	1	252	473	724	3.59e-86	316
1637345f45b90ef2aba65723fddc6151	NR_156072.1	100	252	0	0	1	252	534	785	3.369999999999999e-131	466
164dcf69f5a8f741147f5e13403fe1d3	NR_041364.1	89.764	254	23	3	1	252	525	777	7.709999999999999e-88	322
16530e5b50b780018210dac05a471715	NR_179329.1	100	253	0	0	1	253	497	749	9.399999999999997e-132	468
1679b29da6e9d21cf968cbf66c82b079	NR_044490.1	98.024	253	5	0	1	253	520	772	2.0499999999999997e-123	440
1698908c8258419bb0280f935088f1e4	NR_074414.1	100	252	0	0	1	252	506	757	3.369999999999999e-131	466
16c6da40e31fdb377aa763d3dd0f6f56	NR_026314.1	98.419	253	4	0	1	253	498	750	4.3999999999999994e-125	446
16c77ed3415d77986142e3074992f677	NR_043551.1	99.605	253	1	0	1	253	517	769	4.369999999999999e-130	462
16ed06b7cd5762d8eaa4cbfd0d1e1880	NR_074376.1	98.814	253	3	0	1	253	539	791	9.459999999999998e-127	451
1723890e5436f73cb7be3a51fc68c943	NR_118156.1	96.838	253	8	0	1	253	474	726	2.0599999999999994e-118	424
1739d8f19c1ac366a2138b64b03047a9	NR_044873.1	99.606	254	1	0	1	254	497	750	1.2199999999999996e-130	464
173c825a18291f2ba18b5e46d9db8408	NR_074376.1	100	253	0	0	1	253	539	791	9.399999999999997e-132	468
174a1fe3543cf9fa6ca92528087d0ca5	NR_179423.1	96.838	253	8	0	1	253	520	772	2.0599999999999994e-118	424
177db53ded58fcf2915778bff9a04f2c	NR_025713.1	87.302	252	32	0	1	252	521	772	7.819999999999999e-78	289
17ae20a577370dc92154c6b1f5b2a5aa	NR_113229.1	98.814	253	3	0	1	253	500	752	9.459999999999998e-127	451
17b14a1b1102bec3214c3335260a6e7b	NR_199945.1	99.209	253	2	0	1	253	503	755	2.0299999999999994e-128	457
17b542863da71820b2ba99164f7cdae1	NR_180148.1	98.814	253	3	0	1	253	520	772	9.459999999999998e-127	451
17d5595698659f83ad2ee2e792d9a136	NR_133753.1	99.605	253	1	0	1	253	483	735	4.369999999999999e-130	462
17dc28d8c7ea59f13a71ea36287aba80	NR_179587.1	99.605	253	1	0	1	253	496	748	4.369999999999999e-130	462
17fc40732a93bb24d115108eb5de3616	NR_028883.1	99.213	254	1	1	1	253	394	647	2.0299999999999994e-128	457
182450b9ed5149110e5bb5ff1795f8bf	NR_147370.1	98.814	253	3	0	1	253	520	772	9.459999999999998e-127	451
18765e2fa0cb8e8ca820d746a3a4f12b	NR_147396.1	97.244	254	6	1	1	254	496	748	4.449999999999999e-120	429
