item ID (Read-Only),original ID,type,created (Read-Only),updated (Read-Only),creator (Read-Only),last read (Read-Only),read,notes,color,flag,ratings,doi,patent_id,pmid,pmcid,arxiv,file (Read-Only),year,Library URL,PDF URL,First author,Last author,Title,Author,Journal,ISSN,Abstract,Date,Journal Abbreviation,Pages,Issue,Volume,Language,Tags,Citekey,eissn,Url,Editor,Archive Location
da358b97-fcf0-44c9-991c-fa28d0b04c59,6179b9f4008c33ae6885a3d6e776ea06ae9e24855b2cac1f3f51412e3840b8fa,article,2025-11-25T21:50:26Z,2026-05-07T18:35:12Z,sophie.huebler@utah.edu (Sophie Huebler),2026-05-06T17:04:12Z,true,,,false,,10.3748/wjg.v27.i45.7792,,34963742,PMC8661383,,"www.ncbi.nlm.nih.gov 11/25/2025, 2:50:48 PM.pdf",2021,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/da358b97-fcf0-44c9-991c-fa28d0b04c59,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:da358b97-fcf0-44c9-991c-fa28d0b04c59,"Le Bastard, Quentin","Montassier, Emmanuel",Gut microbiome in allogeneic hematopoietic stem cell transplantation and specific changes associated with acute graft vs host disease,"Le Bastard, Quentin; Chevallier, Patrice; Montassier, Emmanuel",World Journal of Gastroenterology,1007-9327,Gut microbiome in allogeneic hematopoietic stem cell transplantation and specific changes associated with acute graft vs host disease,2021 Dec 7,World J. Gastroenterol.,7792-7800,45,27,eng,"Prompt Gen,Screen1",bastard2021gut-da3,1007-9327,http://dx.doi.org/10.3748/wjg.v27.i45.7792,,
8c6e36db-ead6-49c9-99ae-0ebe32b8a04d,e5c2e4057eb89f6f00a5773475030548aa0084e57b77a02a725798f230665ca1,article,2025-06-12T21:37:41Z,2026-05-07T18:35:12Z,sophie.huebler@utah.edu (Sophie Huebler),2026-02-26T18:21:47Z,true,,,false,,10.3390/cancers13184665,,34572894,PMC8464896,,Gut Microbiome Modulation and Faecal Microbiota Transplantation Following Allogenic Hematopoietic Stem Cell Transplantation.pdf,2021,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/8c6e36db-ead6-49c9-99ae-0ebe32b8a04d,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:8c6e36db-ead6-49c9-99ae-0ebe32b8a04d,"Kaźmierczak-Siedlecka, Karolina","Połom, Karol",Gut Microbiome Modulation and Faecal Microbiota Transplantation Following Allogenic Hematopoietic Stem Cell Transplantation,"Kaźmierczak-Siedlecka, Karolina; Skonieczna-Żydecka, Karolina; Biliński, Jarosław; Roviello, Giandomenico; Iannone, Luigi Francesco; Atzeni, Alessandro; Sobocki, Bartosz Kamil; Połom, Karol",Cancers,2072-6694,"Allogenic hematopoietic stem cell transplantation (allo-HSCT) represents a significant part of the treatment for hematologic malignancies and other types of diseases. Allo-HSCT-related complications, such as conditioning chemotherapy, graft-versus-host disease, mucositis, irradiation, administration of antibiotics, recurrent Clostridioides difficile infection, and many others, can alter the gut microbiota composition, leading to its imbalance. Consequently, the disruption of gut microbiota homeostasis and loss of gut-barrier integrity affect therapy efficacy. Thus, restoring gut microbiota diversity and maintaining its balance seem to be strongly needed in these cases. Promising effects were observed after fecal microbiota transplantation (FMT). Notwithstanding, FMT efficacy was confirmed in Clostridium difficile infection treatment in HSCT recipients. Gut microbiota may be also modified by prebiotics, probiotics, synbiotics, and postbiotics. However, the administration of fungal probiotics is associated with the risk of fungemia/septicemia, especially in immunocompromised patients. Nowadays, allogenic hematopoietic stem cell transplantation (allo-HSCT) is a curative therapy that is mainly recommended for hematologic malignancies. However, complications (such as graft-versus-host disease, mucositis, disease relapse, and infections) associated with the HSCT procedure contribute to the development of gut microbiota imbalance, gut-barrier disruption, and increased intestinal permeability. In the present narrative review, the crosstalk between gut microbiota products and intestinal homeostasis is discussed. Notably, gut-microbiota-related aspects have an impact on patients’ clinical outcomes and overall survival. In accordance with the most recent published data, gut microbiota is crucial for the treatment effectiveness of many diseases, not only gastrointestinal cancers but also hematologic malignancies. Therefore, it is necessary to indicate a therapeutic method allowing to modulate gut microbiota in HSCT recipients. Currently, fecal microbiota transplantation (FMT) is the most innovative method used to alter/restore gut microbiota composition, as well as modulate its activity. Despite the fact that some previous data have shown promising results, the knowledge regarding FMT in HSCT is still strongly limited, except for the treatment of Clostridium difficile infection. Additionally, administration of prebiotics, probiotics, synbiotics, and postbiotics can also modify gut microbiota; however, this strategy should be considered carefully due to the high risk of fungemia/septicemia (especially in case of fungal probiotics).",2021,Cancers,4665,18,13,,"\{SCFA\},SCFA",kaźmierczaksiedlecka2021gut-8c6,,http://dx.doi.org/10.3390/cancers13184665,,
46305130-8200-485a-a7e7-6c65c5f776b1,9c81584b95f0629e60db2fd8916adf1f6ba37e25d4842d66f576bdfedae2537d,article,2026-04-22T20:34:09Z,2026-05-07T19:25:24Z,sophie.huebler@utah.edu (Sophie Huebler),,false,,,false,,10.1038/ni.3400,,26998764,PMC4836986,,"login.ezproxy.lib.utah.edu 5/7/2026, 1:25:23 PM.pdf",2016,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/46305130-8200-485a-a7e7-6c65c5f776b1,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:46305130-8200-485a-a7e7-6c65c5f776b1,"Mathewson, Nathan D","Reddy, Pavan",Gut microbiome–derived metabolites modulate intestinal epithelial cell damage and mitigate graft-versus-host disease,"Mathewson, Nathan D; Jenq, Robert; Mathew, Anna V; Koenigsknecht, Mark; Hanash, Alan; Toubai, Tomomi; Oravecz-Wilson, Katherine; Wu, Shin-Rong; Sun, Yaping; Rossi, Corinne; Fujiwara, Hideaki; Byun, Jaeman; Shono, Yusuke; Lindemans, Caroline; Calafiore, Marco; Schmidt, Thomas M; Honda, Kenya; Young, Vincent B; Pennathur, Subramaniam; den Brink, Marcel van; Reddy, Pavan",Nature Immunology,1529-2908,"Irradiation to condition hosts for bone marrow transplantation leads to alterations in intestinal microbiota. Reddy and colleagues demonstrate that these changes result in reduced butyrate production and breakdown of intestinal barrier function. The effect of alterations in intestinal microbiota on microbial metabolites and on disease processes such as graft-versus-host disease (GVHD) is not known. Here we carried out an unbiased analysis to identify previously unidentified alterations in gastrointestinal microbiota–derived short-chain fatty acids (SCFAs) after allogeneic bone marrow transplant (allo-BMT). Alterations in the amount of only one SCFA, butyrate, were observed only in the intestinal tissue. The reduced butyrate in CD326+ intestinal epithelial cells (IECs) after allo-BMT resulted in decreased histone acetylation, which was restored after local administration of exogenous butyrate. Butyrate restoration improved IEC junctional integrity, decreased apoptosis and mitigated GVHD. Furthermore, alteration of the indigenous microbiota with 17 rationally selected strains of high butyrate–producing Clostridia also decreased GVHD. These data demonstrate a heretofore unrecognized role of microbial metabolites and suggest that local and specific alteration of microbial metabolites has direct salutary effects on GVHD target tissues and can mitigate disease severity.",2016,Nat. Immunol.,505-513,5,17,,,mathewson2016gut-463,,http://dx.doi.org/10.1038/ni.3400,,
e4082e11-fe24-48d5-a043-9425f8869ceb,48dbfb4a468af8149291aeeac3345e830da4c9a3756db8621d1fff7f0e2af1de,article,2026-04-22T20:34:03Z,2026-05-07T18:49:54Z,sophie.huebler@utah.edu (Sophie Huebler),,false,,,false,,10.21147/j.issn.1000-9604.2025.05.01,,41229982,PMC12603636,,"pmc.ncbi.nlm.nih.gov 5/7/2026, 12:49:41 PM.pdf",2025,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/e4082e11-fe24-48d5-a043-9425f8869ceb,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:e4082e11-fe24-48d5-a043-9425f8869ceb,"Zhile, Chen","Mohamad, Mohty",Gut microbiota and acute graft-versus-host disease,"Zhile, Chen; Lin, Li; Diange, Jin; Yanmin, Zhao; Florent, Malard; He, Huang; Yishan, Ye; Mohamad, Mohty",Chinese Journal of Cancer Research,1000-9604,"Acute graft-versus-host disease (aGVHD) is an important complication which critically impacts the prognosis of patients undergoing allogeneic hematopoietic stem cell transplantation. Increasing evidence suggests that dysbiosis of the gut microbiota plays a key role in aGVHD pathogenesis. The biological process involves compromised intestinal barrier integrity, amplified inflammation driven by the translocation of microbial products like lipopolysaccharide, and finally the dysregulated immune response centralized by T cell activation and differentiation. Meanwhile, certain microbial metabolites such as short-chain fatty acids and secondary bile acids exert protective effects. The clinical relevance of these findings is underscored by studies establishing that specific gut microbial signatures, such as low diversity and single pathogen dominance, independently predict aGVHD morbidity and mortality. From a therapeutic perspective, the microbiome has emerged as an important therapeutic target for aGVHD. Fecal microbiota transplantation has shown significant efficacy in clinical trials for prophylaxis and treatment of aGVHD, providing definitive proof-of-concept for ecological restoration. This review synthesizes these foundational mechanistic insights, from metabolic disruption to host-microbe crosstalk at the mucosal barrier, and details the rapidly advancing clinical landscape of microbiome-targeted diagnostics and therapeutics for aGVHD.",2025,Chin. J. Cancer Res.,657-666,5,37,eng,,zhile2025gut-e40,,http://dx.doi.org/10.21147/j.issn.1000-9604.2025.05.01,,
1f7a260c-2586-4498-a942-9c4d7304864a,65d6d4cbfd1de15bbb8da984c5b7f2ebe289b7eb760df4b539c1343275bc1103,article,2026-04-22T20:24:29Z,2026-05-07T18:35:12Z,sophie.huebler@utah.edu (Sophie Huebler),,false,,,false,,10.1186/s12967-015-0640-8,,26298517,PMC4546814,,"login.ezproxy.lib.utah.edu 4/23/2026, 12:32:46 PM.pdf",2015,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/1f7a260c-2586-4498-a942-9c4d7304864a,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:1f7a260c-2586-4498-a942-9c4d7304864a,"Wang, Weilin","Zheng, Shusen",Gut microbiota and allogeneic transplantation,"Wang, Weilin; Xu, Shaoyan; Ren, Zhigang; Jiang, Jianwen; Zheng, Shusen",Journal of Translational Medicine,1479-5876,"The latest high-throughput sequencing technologies show that there are more than 1000 types of microbiota in the human gut. These microbes are not only important to maintain human health, but also closely related to the occurrence and development of various diseases. With the development of transplantation technologies, allogeneic transplantation has become an effective therapy for a variety of end-stage diseases. However, complications after transplantation still restrict its further development. Post-transplantation complications are closely associated with a host’s immune system. There is also an interaction between a person’s gut microbiota and immune system. Recently, animal and human studies have shown that gut microbial populations and diversity are altered after allogeneic transplantations, such as liver transplantation (LT), small bowel transplantation (SBT), kidney transplantation (KT) and hematopoietic stem cell transplantation (HTCT). Moreover, when complications, such as infection, rejection and graft versus host disease (GVHD) occur, gut microbial populations and diversity present a significant dysbiosis. Several animal and clinical studies have demonstrated that taking probiotics and prebiotics can effectively regulate gut microbiota and reduce the incidence of complications after transplantation. However, the role of intestinal decontamination in allogeneic transplantation is controversial. This paper reviews gut microbial status after transplantation and its relationship with complications. The role of intervention methods, including antibiotics, probiotics and prebiotics, in complications after transplantation are also discussed. Further research in this new field needs to determine the definite relationship between gut microbial dysbiosis and complications after transplantation. Additionally, further research examining gut microbial intervention methods to ameliorate complications after transplantation is warranted. A better understanding of the relationship between gut microbiota and complications after allogeneic transplantation may make gut microbiota as a therapeutic target in the future.",2015 Aug 23,J. Transl. Med.,275,1,13,eng,,wang2015gut-1f7,1479-5876,http://dx.doi.org/10.1186/s12967-015-0640-8,,
836b98ac-648a-4724-ad84-4c8e29ec6e83,fb2f9cb8c01f34e672aae9f89c0889b1ae1b84d6886eeafa30b528e723e9772a,article,2026-04-22T20:24:33Z,2026-05-07T18:35:12Z,sophie.huebler@utah.edu (Sophie Huebler),,false,,,false,,10.1182/blood.2023020026,,37856089,PMC10651870,,1-s2.0-S0006497123019079-main.pdf,2023,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/836b98ac-648a-4724-ad84-4c8e29ec6e83,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:836b98ac-648a-4724-ad84-4c8e29ec6e83,"Masetti, Riccardo","Turroni, Silvia",Gut microbiota diversity before allogeneic hematopoietic stem cell transplantation as a predictor of mortality in children,"Masetti, Riccardo; Leardini, Davide; Muratore, Edoardo; Fabbrini, Marco; D’Amico, Federica; Zama, Daniele; Baccelli, Francesco; Gottardi, Francesca; Belotti, Tamara; Ussowicz, Marek; Fraczkiewicz, Jowita; Cesaro, Simone; Zecca, Marco; Merli, Pietro; Candela, Marco; Pession, Andrea; Locatelli, Franco; Prete, Arcangelo; Brigidi, Patrizia; Turroni, Silvia",Blood,0006-4971," The correlation existing between gut microbiota diversity and survival after allogeneic hematopoietic stem cell transplantation (allo-HSCT) has so far been studied in adults. Pediatric studies question whether this association applies to children as well. Stool samples from a multicenter cohort of 90 pediatric allo-HSCT recipients were analyzed using 16S ribosomal RNA amplicon sequencing to profile the gut microbiota and estimate diversity with the Shannon index. A global-to-local networking approach was used to characterize the ecological structure of the gut microbiota. Patients were stratified into higher- and lower-diversity groups at 2 time points: before transplantation and at neutrophil engraftment. The higher-diversity group before transplantation exhibited a higher probability of overall survival (88.9% ± 5.7% standard error [SE] vs 62.7% ± 8.2% SE; P = .011) and lower incidence of grade 2 to 4 and grade 3 to 4 acute graft-versus-host disease (aGVHD). No significant difference in relapse-free survival was observed between the 2 groups (80.0% ± 6.0% SE vs 55.4% ± 10.8% SE; P = .091). The higher-diversity group was characterized by higher relative abundances of potentially health-related microbial families, such as Ruminococcaceae and Oscillospiraceae. In contrast, the lower-diversity group showed an overabundance of Enterococcaceae and Enterobacteriaceae. Network analysis detected short-chain fatty acid producers, such as Blautia, Faecalibacterium, Roseburia, and Bacteroides, as keystones in the higher-diversity group. Enterococcus, Escherichia-Shigella, and Enterobacter were instead the keystones detected in the lower-diversity group. These results indicate that gut microbiota diversity and composition before transplantation correlate with survival and with the likelihood of developing aGVHD.",2023 Oct 19,Blood,1387-1398,16,142,eng,,masetti2023gut-836,0006-4971,http://dx.doi.org/10.1182/blood.2023020026,,
b2372e52-87ae-4688-a605-958de6a03f06,d32ebebb24e9be9c6e91e349acd9193cb6584b5106e1810066fa0834c221be21,article,2026-04-22T20:34:10Z,2026-05-07T21:05:32Z,sophie.huebler@utah.edu (Sophie Huebler),,false,,,false,,10.4167/jbv.2016.46.4.307,,,,,"synapse.koreamed.org 5/7/2026, 3:05:16 PM.pdf",2016,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/b2372e52-87ae-4688-a605-958de6a03f06,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:b2372e52-87ae-4688-a605-958de6a03f06,"Kim, Yu-Hee","Kim, Yu-Hee",Gut Microbiota in Graft-versus-Host Disease,"Kim, Yu-Hee",Journal of Bacteriology and Virology,1598-2467,"Gut microbiota inhabit the host gastrointestinal (GI) tract and play roles in many aspects of metabolic and immunologic homeostasis. Understanding about gut microbiota composition in health and disease is accumulating with the advances in gene sequencing technology. Graft-versus-host disease (GVHD) is a major complication after allogenic bone marrow transplantation (allo-BMT), a gold standard clinical procedure to treat hematologic disorders such as leukemia and lymphomas. Recent studies have shown that a disturbance in the gut microbiota affects GVHD prognosis. Decrease in a compositional diversity is suggested as an independent predictor of GVHD and colonization of noncommensal Enterococcus is shown to be involved in unpleasant treatment outcomes. This article describes current understanding about allo-BMT-induced gut microbiota changes and its involvement in the incidence of GVHD. In addition, several putative therapeutic strategies to decrease GVHD-related mortality after allo-BMT are discussed.",2016,J. Bacteriol. Virol.,307-311,4,46,,,kim2016gut-b23,,http://dx.doi.org/10.4167/jbv.2016.46.4.307,,
766044ab-4d8d-4b99-8793-f2beaebe90a3,75f84c5390ab19718d5e8b8e98f47fcd4da5b1e14482439aa0699f453a1c36f4,article,2025-06-12T21:40:09Z,2026-05-07T18:35:12Z,sophie.huebler@utah.edu (Sophie Huebler),2026-02-25T22:15:01Z,true,,,false,,10.1038/nrc.2018.10,,29449660,PMC7485905,,"login.ezproxy.lib.utah.edu 6/12/2025, 4:19:18 PM.pdf",2018,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/766044ab-4d8d-4b99-8793-f2beaebe90a3,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:766044ab-4d8d-4b99-8793-f2beaebe90a3,"Shono, Yusuke","den Brink, Marcel R. M. van",Gut microbiota injury in allogeneic haematopoietic stem cell transplantation,"Shono, Yusuke; den Brink, Marcel R. M. van",Nature Reviews Cancer,1474-175X,"Allogeneic haematopoietic stem cell transplantation (allo-HSCT) offers the strongest anticancer therapy for many malignancies but has limited application owing to complications including graft-versus-host disease (GVHD), infections and relapse. Understanding the microbiota ecology in these settings will help to develop better strategies to overcome these complications.Recent advances in large-scale DNA sequencing technology enable thorough evaluation of changes in microbiota in patients undergoing allo-HSCT, and evidence is starting to accumulate with regard to beneficial and harmful changes in microbiota in the setting of allo-HSCT.Loss of microbiota diversity after allo-HSCT is associated with worse GVHD and mortality after allo-HSCT.Faecal microbiota transfer (FMT) may be beneficial to restore a microbiota that has been injured. It potentially improves GVHD and prevents infectious complications after allo-HSCT.Broad-spectrum antibiotic use can lead to microbiota injury and increases GVHD-related mortality after allo-HSCT.To develop novel strategies to improve outcomes following allo-HSCT, better characterization of the changes in the microbiota after allo-HSCT should be performed in a prospective multicentre fashion. Allogeneic haematopoietic stem cell transplantation (allo-HSCT) offers the strongest anticancer therapy for many malignancies but has limited application owing to complications including graft-versus-host disease (GVHD), infections and relapse. Understanding the microbiota ecology in these settings will help to develop better strategies to overcome these complications. Recent advances in large-scale DNA sequencing technology enable thorough evaluation of changes in microbiota in patients undergoing allo-HSCT, and evidence is starting to accumulate with regard to beneficial and harmful changes in microbiota in the setting of allo-HSCT. Loss of microbiota diversity after allo-HSCT is associated with worse GVHD and mortality after allo-HSCT. Faecal microbiota transfer (FMT) may be beneficial to restore a microbiota that has been injured. It potentially improves GVHD and prevents infectious complications after allo-HSCT. Broad-spectrum antibiotic use can lead to microbiota injury and increases GVHD-related mortality after allo-HSCT. To develop novel strategies to improve outcomes following allo-HSCT, better characterization of the changes in the microbiota after allo-HSCT should be performed in a prospective multicentre fashion. Allogeneic haematopoietic stem cell transplantation (allo-HSCT) is a well-established treatment for many haematopoietic malignancies but often results in life-threatening complications, such as graft-versus-host disease, relapse and infections. This Review discusses the potential role of intestinal microbiota in complications after allo-HSCT. Allogeneic haematopoietic stem cell transplantation (allo-HSCT) is considered to be the strongest curative immunotherapy for various malignancies (primarily, but not limited to, haematologic malignancies). However, application of allo-HSCT is limited owing to its life-threatening major complications, such as graft-versus-host disease (GVHD), relapse and infections. Recent advances in large-scale DNA sequencing technology have facilitated rapid identification of the microorganisms that make up the microbiota and evaluation of their interactions with host immunity in various diseases, including cancer. This has resulted in renewed interest regarding the role of the intestinal flora in patients with haematopoietic malignancies who have received an allo-HSCT and in whether the microbiota affects clinical outcomes, including GVHD, relapse, infections and transplant-related mortality. In this Review, we discuss the potential role of intestinal microbiota in these major complications after allo-HSCT, summarize clinical trials evaluating the microbiota in patients who have received allo-HSCT and discuss how further studies of the microbiota could inform the development of strategies that improve outcomes of allo-HSCT.",2018,Nat. Rev. Cancer,283-295,5,18,eng,,shono2018gut-766,1474-175X,http://dx.doi.org/10.1038/nrc.2018.10,,
2159c594-3510-44ab-955b-cac501a809b8,fda25867999bc6c3d2839a9b3f42fadfd86341c553412cabf434a003e8a098bd,article,2026-04-22T20:24:29Z,2026-05-07T18:35:12Z,sophie.huebler@utah.edu (Sophie Huebler),,false,,,false,,10.1016/j.trim.2023.101836,,37037266,,,1-s2.0-S0966327423000539-main.pdf,2023,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/2159c594-3510-44ab-955b-cac501a809b8,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:2159c594-3510-44ab-955b-cac501a809b8,"Yazdandoust, Ehsan","Amini-Kafiabad, Sedigheh",Gut microbiota intervention by pre and probiotics can induce regulatory T cells and reduce the risk of severe acute GVHD following allogeneic hematopoietic stem cell transplantation,"Yazdandoust, Ehsan; Hajifathali, Abbas; Roshandel, Elham; Zarif, Mahin Nikougoftar; Pourfathollah, Ali Akbar; Parkhideh, Sayeh; Mehdizadeh, Mahshid; Amini-Kafiabad, Sedigheh",Transplant Immunology,0966-3274,"Background Acute graft-versus-host disease (aGVHD) is one of the leading causes of limitation and mortality after allogeneic hematopoietic stem cell transplantation (allo-HSCT). Numerous studies have shown that changes in the gut microbiome diversity increased post-transplant problems, including the occurrence of aGVHD. Probiotics and prebiotics can reconstitute the gut microbiota and thus increase bacterial metabolites such as short-chain fatty acids (SCFAs) that have immunomodulatory effects preventing aGVHD in recipients of allo-HSCTs. Methods/Study Design We conducted a pilot randomized clinical trial to investigate whether oral synbiotics are associated with the prevention or reduction in occurrence/severity and mitigate complications of aGVHD following allo-HSCT. A commercially available synbiotic mixture containing high levels of 7 safe bacterial strains plus fructo-oligosaccharides as a prebiotic was administered to allo-HSCT recipients. Out of 40 allo-HSCT patients, 20 received daily a synbiotic 21 days prior to transplantation (days −21 to day 0). In contrast, in the control group 20 recipients of allo-HSCT did not receive a symbiotic therapy. Results Within first 100 days of observation, the incidence of severe (grade III/IV) aGVHD in the a synbiotic-therapy group was 0% (0 out of 20 patients), whereas it was 25% (5 out of 20 patients) in the control group (P = 0.047). The median percentage of CD4 + CD25 + Foxp3+ regulatory T cells (Tregs) among CD4+ lymphocytes on day 28 after HSCT in the synbiotic group was higher (2.54%) than in control group (1.73%; P = 0.01). There was no difference in Treg cells on day 7 after HSCT between two groups. However, the median percentage and the absolute count of Tregs in patients who experience aGVHD was significantly lower on days 7 and 28 after HSCT (both P < 0.05). The overall 12-month survival (OS) rate was higher (90%) in the symbiotic-treated patients than in the control group (75%), but the difference was not statistically significant (P = 0.234). Conclusion Our preliminary findings suggest that synbiotic intake before and during the conditioning regimen of allo-HSCT patients may lead to a reduction in the incidence and severity of aGVHD through the induction of CD4 + CD25 + Foxp3+ regulatory T cells, thus contributing to the improvement of transplant outcomes. Much larger studies are needed to confirm our observations.",2023 Jun,Transpl. Immunol.,101836,,78,eng,,yazdandoust2023gut-215,0966-3274,http://dx.doi.org/10.1016/j.trim.2023.101836,,
576bd8e9-9aac-42f9-9407-6dbfa9b90c1f,57e8d6dab52b27fa32c74510776dec093f1bec8326dfb41d04494fd6e3259088,article,2026-04-22T20:24:33Z,2026-05-07T18:35:12Z,sophie.huebler@utah.edu (Sophie Huebler),,false,,,false,,10.1111/tid.14111,,37615262,,,Transplant Infectious Dis - 2023 - Luo - Gut microbiota trajectory in  %E2%80%90thalassemia major children who underwent allogeneic.pdf,2023,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/576bd8e9-9aac-42f9-9407-6dbfa9b90c1f,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:576bd8e9-9aac-42f9-9407-6dbfa9b90c1f,"Luo, Hongfeng","Jiang, Hua",Gut microbiota trajectory in β‐thalassemia major children who underwent allogeneic hematopoietic stem cell transplantation,"Luo, Hongfeng; Liu, Taohua; Qu, Yuhua; Kuang, Caiyun; Xiao, Minhua; Sun, Jing; Chen, Huimin; Wu, Jinhui; Liu, Xihong; Jiang, Hua",Transplant Infectious Disease,1398-2273,"The gut microbiota of patients undergoing allogeneic hematopoietic stem cell transplantation (HSCT) changes, leading to complications such as acute graft‐versus‐host disease (GVHD). This study aimed to evaluate the human microbiota composition before and after HSCT in β‐thalassemia major (β‐TM) children. Twenty‐two β‐TM children who received allo‐HSCT between December 2018 and March 2020 were enrolled. They were followed up for more than 100 days after HSCT, and their gut microbiota information and disease data were recorded at five‐time points. The dominant bacteria were Bacteroidetes and Firmicutes at the phylum level and Lachnospiraceae at the family level before and after HSCT. In the differential analysis, Ruminococcaceae constantly decreased after HSCT. Besides, Rothia mucilaginosa was the most abundant 2 months after HSCT compared to before it. Additionally, GVHD patients presented decreased levels of Bacteroidetes compared to those without GVHD. Moreover, Blautia levels significantly decreased in critically ill GVHD patients. The gut microbiota of the 22 β‐TM children showed a clear trend of destruction and reconstruction within 100 days after HSCT. The extra‐oral infections and inflammations of Rothia mucilaginosa, a Gram‐positive bacterium of the normal oropharyngeal tract microbiota, might play an important role in the recovery process of HSCT. Finally, decreased Bacteroidetes levels were associated with GVHD onset. This study aimed to evaluate microbiota composition pre‐HSCT and post‐HSCT in children with β‐thalassemia major. The gut microbiota of the 22 β‐TM children showed a clear trend of destruction and reconstruction within 100 days after HSCT. Decreased Bacteroidetes levels may be associated with GVHD onset.",2023 Oct,Transpl. Infect. Dis.,e14111,5,25,eng,,luo2023gut-576,1398-2273,http://dx.doi.org/10.1111/tid.14111,,
d82b1c34-5797-4a20-a647-73bbae31b74e,b87612d9ef112972b0320c29750d7ceafb7e8a7cd432dd5293ee97e44d240103,article,2026-04-22T20:24:30Z,2026-05-07T18:35:12Z,sophie.huebler@utah.edu (Sophie Huebler),,false,,,false,,10.1016/j.trim.2025.102199,,39947487,,,1-s2.0-S0966327425000279-main.pdf,2025,https://app.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8/item/d82b1c34-5797-4a20-a647-73bbae31b74e,https://www.readcube.com/library/e709e885-1259-44a2-b6a4-521798c9bfd8:d82b1c34-5797-4a20-a647-73bbae31b74e,"Sohouli, Mohammad Hassan","Rohani, Pejman",Gut microbiota variation and diversity and gut graft-versus-host disease (GVHD) in pediatrics: A systematic review,"Sohouli, Mohammad Hassan; Zahmatkesh, Arefeh; Khan, Zahid; Behfar, Maryam; Hamidieh, Amir Ali; Rohani, Pejman",Transplant Immunology,0966-3274,"Background Allogeneic hematopoietic stem cell transplantation (HSCT) provides children with life-threatening conditions an opportunity for survival. Complications from graft-versus-host disease (GVHD) are a major source of morbidity and death, recently linked to gut dysbiosis in the hematopoietic stem cell transplantation (HSCT) population. But so far, no comprehensive study has been conducted to investigate this relationship in the children population. In this systematic study, we investigated the Gut microbiota variation and diversity and gut GVHD in pediatrics. Methods A systematic review according to PRISMA standards was performed from inception till August 2024. Out of 568 originally chosen publications, 10 studies involving 490 pediatric subjects satisfied the eligibility criteria and were included. Results The findings obtained from the study included in the present systematic study mostly indicated the use of combined treatments including Busulfan, Cyclophosphamide, and total body irradiation and in some studies the use of anti-thymocyte globulin and Melphalan as conditioning regimens. In addition, out of 10 reviewed studies, 9 reported a significant decrease in gut microbiota diversity following GVHD. However, in all studies, an increased variation was reported. So that most of the studies showed a decrease in the levels of beneficial bacteria and producers of short-chain fatty acid products in the intestine such as Ruminococcaceae and Enterococcus, which is also observed in the intestinal microbiota population of healthy people. Conclusion As a result, our findings indicated a decrease in diversity as well as a change in intestinal microbiota in children with GVHD under HSCT in most of the studies.",2025 Mar,Transpl. Immunol.,102199,,89,eng,,sohouli2025gut-d82,0966-3274,http://dx.doi.org/10.1016/j.trim.2025.102199,,
